Source,Program,Task_ID,Status,User_Name,Date_Time,Task_Name,Improvement_Type,GAIN,User_Review
excel_import,SUMMIT,SUMMIT-1863,Done,Ops Eng,2025-11-20,BER_OPTI Variable spare (Pull in),TTR,5,
excel_import,SUMMIT,,,,2025-11-20,     4.7.2) PCO 3.6.3A - 12hrs,TTR,0,
excel_import,SUMMIT,SUMMIT-1708,Done,DE/ Korat FW,2025-11-20,"Reduce T299 Numwrt  (CAL2,  PWT), focus Expand",TTR,2.4,
excel_import,SUMMIT,SUMMIT-1749,Done,SSDC,2025-11-20,Remove MAVGRO in Summit,TTR,5,
excel_import,SUMMIT,"SUMMIT-1202/
SUMMIT-1850 ",Done,Korat FW,2025-11-20,"FINE_UJOG_INIT TTR (Goby) by condition (CAL2-CMR/HSMR)
",TTR,1.6,
excel_import,SUMMIT,SUMMIT-1757,Done,SSDC,2025-11-20,TTR: Remove SWD_CAL SkipWriteDetect_198 (CAL2/ CRT2),TTR,1.8,
excel_import,SUMMIT,"SUMMIT-1576/
TSR-4093",Done,SSDC,2025-11-20,TTR on Summit CMR PWT VARIABLE_SPARES (TT -1.5),TTR,0,
excel_import,SUMMIT,SUMMIT-1834,Done,Wuxi FW,2025-11-20,"Remove T298 in T299_ATI and WRITE_SCRN (FNC2, PWT)",TTR,0.6,
excel_import,SUMMIT,SUMMIT-1825,Done,Wuxi FW/ Korat FW,2025-11-20,Reduce PES(T33) test revs from 32 to 16 (FNC2),TTR,1,
excel_import,SUMMIT,"
SUMMIT-1703",Done,Korat FW,2025-11-20,"Special 24 hrs TTR, Pick only CRT2 T299 (CRT2)",TTR,1.2,
excel_import,SUMMIT,,,,2025-11-20,4.7.3) PCO 3.6.4 - 14.5hrs,TTR,0,
excel_import,SUMMIT,SUMMIT-1509,Done,SSDC,2025-11-20,   TTR- Reduced BER measure WPOPTI (CAL2),TTR,2,
excel_import,SUMMIT,SUMMIT-1545,Done,SSDC,2025-11-20,   TTR: T451 increase step size from 2 to 4 for LC_DELAY_SDW (CAL2),TTR,1,
excel_import,SUMMIT,"SUMMIT-1612,
SUMMIT-1772",Done,Korat FW / ARS,2025-11-20,   T299 optimize track center (FNC2),TTR,1,
excel_import,SUMMIT,SUMMIT-1563,Done,Korat FW ,2025-11-20,   VBAR ATI reduce redundance (CAL2),TTR,5,
excel_import,SUMMIT,,,,2025-11-20,4.7.4) PCO 3.6.5 - 11.35hrs,TTR,0,
excel_import,SUMMIT,SUMMIT-1511,Done,SSDC TP/ ARS,2025-11-20,Archor zn opti in Derived opti to rmv Read Opti OD,TTR,1.5,
excel_import,SUMMIT,SUMMIT-1896,Done,SSDC TP,2025-11-20,Remove prm_461_ReadOffsets in CAL2 BER_OPTI & FNC2 BER_SPFS,TTR,3,
excel_import,SUMMIT,SUMMIT-1878,Done,SSDC TP/DC HW,2025-11-20,TTR: Remove T315,TTR,1,
excel_import,SUMMIT,SUMMIT-1501,Done,SSDC,2025-11-20,TTR- OD_PAD_MQM removal,TTR,1,
excel_import,SUMMIT,SUMMIT-1853,Done,SSDC TP/ ARS,2025-11-20,Opti Settling bypass BIE into Summit branch for TTR,TTR,1.7,
excel_import,SUMMIT,"SUMMIT-1612,
SUMMIT-1772",Done,Korat FW / ARS,2025-11-20,T299 optimize track center (CAL2/FNC2/CRT2/PWT),TTR,1,
excel_import,SUMMIT,SUMMIT-1845,Done,SSDC TP/,2025-11-20,Improve VBAR findMargin function speed,TTR,1,
excel_import,SUMMIT,SUMMIT-1898,Done,Korat FW,2025-11-20,TTR remove SAVE_STATE at SCOPY and PRE2,TTR,0.15,
excel_import,SUMMIT,SUMMIT-1715,Done,Korat FW ,2025-11-20,ProZ : P90/Test time reduction improvement (FNC2),TTR,1,
excel_import,SUMMIT,,,,2025-11-20,4.7.3) PCO 3.6.8 - 20.63 hrs,TTR,0,
excel_import,SUMMIT,SUMMIT-1861,Done,Korat FW,2025-11-20,TTR: PCBA_SCRN_T102 Optimization,TTR,2,
excel_import,SUMMIT,SUMMIT-1765,Done,SoonWah/Ying Jin,2025-11-20,TTR: T193 test time reduction,TTR,0.13,
excel_import,SUMMIT,"SUMMIT-1031, SUMMIT-1880",Done,Korat FW,2025-11-20,TTR : T150 measure only servo primary reader,TTR,0.6,
excel_import,SUMMIT,SUMMIT-1824,Done,SSDC TP/ ARS,2025-11-20,TTR: T335 reduce number of test tracks on STM scan and GC scan,TTR,0.7,
excel_import,SUMMIT,SUMMIT-1929,Done,Zay Yar,2025-11-20,TTR : Remove PES_SCRN_RD_MODE T33 on read offset in FNC2,TTR,0.2,
excel_import,SUMMIT,SUMMIT-1916,Done,Yihua/JiYun,2025-11-20,TTR opportunity of using DTS command,TTR,0.8,
excel_import,SUMMIT,SUMMIT-1854,Done,SSDC TP/ ARS,2025-11-20,TTR: T451 increase step size from 2 to 4 for LC_DELAY_SDW (register ID 2164) for test time saving for all T451,TTR,1,
excel_import,SUMMIT,SUMMIT-1881,Done,Korat FW,2025-11-20,TTR: MSMR dual reader test by condition (from single reader),TTR,0.7,
excel_import,SUMMIT,SUMMIT-1033,Done,Sitthichai/Rick M.,2025-11-20,ATI write optimization in WP (Implement Version),TTR,2.3,
excel_import,SUMMIT,SUMMIT-1913,Done,Prasanna/Dipesh,2025-11-20,TTR: Remove LUL flawscan in fnc2,TTR,1.5,
excel_import,SUMMIT,SUMMIT-1938,Done,Wuxi FW,2025-11-20,Remove T285 in CAL state CAL_SERVO_285,TTR,0.3,
excel_import,SUMMIT,SUMMIT-1958,Done,BJ/Servo,2025-11-20,Scopy RSEED - Remove VCAT Calibration at step4,TTR,4,
excel_import,SUMMIT,SUMMIT-1872,Done,Korat FW/ Warachai S.,2025-11-20,TTR: Summit EAW (Erase After Write) Test Zone Reduction,TTR,1.2,
excel_import,SUMMIT,SUMMIT-1987,Done,Korat FW,2025-11-20, Enhance TTR Reduce zone W/R XFER (PWT),TTR,4.5,
excel_import,SUMMIT,SUMMIT-1692,Done,SG SW team,2025-11-20,TTR: Summit HSMR SPFS with SkInc optimization,TTR,0,
excel_import,SUMMIT,SUMMIT-1839,Done,Korat FW/RW LCO,2025-11-20,POML SMR - PCO3.5.0J_VC1C,TTR,0,
excel_import,SUMMIT,SUMMIT-1445,Done,Korat FW,2025-11-20,SQUEEZE_OFFSET_INIT (SMR) ,TTR,0,
excel_import,SUMMIT,SUMMIT-1825,Done,Korat FW,2025-11-20,Reduce PES(T33) test revs from 32 to 16 by condition,TTR,0,
excel_import,SUMMIT,,,,2025-11-20,4.7.4) PCO 3.6.8B - 32.1 hrs,TTR,0,
excel_import,SUMMIT,SUMMIT-1971/1921,Done,Servo DC / Korat FW,2025-11-20,T282 C0 sensitivity scoring from multi-rate to single-rate,TTR,5,
excel_import,SUMMIT,SUMMIT-1950,Done,,2025-11-20,TTR: T285 DRCM optimize servo sector step iteration,TTR,1,
excel_import,SUMMIT,SUMMIT-1981,Done,,2025-11-20,TTR: CERT portion Powercycle,TTR,1.5,
excel_import,SUMMIT,SUMMIT-2030,Done,,2025-11-20,"TTR: T282 reduce ""idle time""",TTR,9,
excel_import,SUMMIT,SUMMIT-2068,Done,,2025-11-20,Reduction of Test Loops of PWT: SEEK_TEST_PWT State,TTR,1.5,
excel_import,SUMMIT,,,,2025-11-20,4.7.4A) PCO 3.6.8B - 12 hrs (Temporary),TTR,,
excel_import,SUMMIT,SUMMIT-2070,Done,,2025-11-20,Temporary Disable New Servo Reader Selection TTR-T163,TTR,1.5,
excel_import,SUMMIT,,Done,,2025-11-20,Special 24 hrs. - State Removal,TTR,,
excel_import,SUMMIT,,Done,,2025-11-20,Temporaly State Removal for WW52,TTR,,
excel_import,SUMMIT,SUMMIT-2064,Done,,2025-11-20,Temporary State Removal (CAL2),TTR,0.37,
excel_import,SUMMIT,SUMMIT-2064,Done,,2025-11-20,Temporary State Removal (FNC2),TTR,3.62,
excel_import,SUMMIT,SUMMIT-2064,Done,,2025-11-20,Temporary State Removal (SPSC2),TTR,0.25,
excel_import,SUMMIT,SUMMIT-2064,Done,,2025-11-20,Temporary State Removal (CRT2),TTR,0.46,
excel_import,SUMMIT,SUMMIT-2064,Done,,2025-11-20,Temporary State Removal (PWT),TTR,2.4,
excel_import,SUMMIT,,,,2025-11-20,PCO 3.6.9 - Released 15May2025,TTR,,
excel_import,SUMMIT,SUMMIT-2077,,,2025-11-20,Remove SF3 Weld before CERT.,TTR,6.8,
excel_import,SUMMIT,,,,2025-11-20,SAVE_STATE,TTR,0.186,
excel_import,SUMMIT,,,,2025-11-20,T299_DS_ATI,TTR,0.7,
excel_import,SUMMIT,,,,2025-11-20,PES_SCRN_PREZAP,TTR,0.25,
excel_import,SUMMIT,SUMMIT-2078,,,2025-11-20,Remove T240 Zn1 in write screen state (temp) 300dppm,TTR,1.5,
excel_import,SUMMIT,,,,2025-11-20,      4.7) PCO3.7.x series,TTR,,
excel_import,SUMMIT,,Qualification,CT & DE,2025-11-20,      4.7.1) TA Scan pre2 (push out PCO3.7.1B),TTR,0,
excel_import,SUMMIT,,,,2025-11-20,     4.7.2) PCO 3.7.3 = 3.6.8,TTR,0,
excel_import,SUMMIT,SUMMIT-1435 / 1398 & 1042,Pending PCO integration / fix by Jira 1829,SSDC,2025-11-20,T451 new derived method + Adding RegID 0x0903 sweeping,TTR,0,
excel_import,SUMMIT,SUMMIT-1302,Pending implement,SSDC & RW LCO,2025-11-20,TA scan FF TTR/ TA scan Cell#3 TTR (25 to 12.5) ,TTR,0,
excel_import,SUMMIT,SUMMIT-1134,"SPQ-10649
SBR: SMPEXGGZFS",SSDC/ Korat SW-FW,2025-11-20,ZFS (20) - run on BRC5832,TTR,0,
excel_import,SUMMIT,,,,2025-11-20,     4.7.3) PCO 3.7.3B - TBD hrs,TTR,,
excel_import,SUMMIT,SUMMIT-2078,Cancel,Korat FW,2025-11-20,Remove Zn1 at WRITE_SCRN,TTR,1.8,
excel_import,SUMMIT,,,,2025-11-20,     4.7.4) PCO 3.7.3D1 - 9.75 hrs  (PCO 3.7.4),TTR,,
excel_import,SUMMIT,SUMMIT-2162,Done,Servo/DC,2025-11-20,Summit T282 TTR Improvement via Single FLASH Update Post SNO Tuning (New Servo xx64),TTR,1,
excel_import,SUMMIT,SUMMIT-2155,Done,Servo/DC,2025-11-20,T282 - Bode Convergence,TTR,8,
excel_import,SUMMIT,SUMMIT-1996,Done,Korat FW,2025-11-20,TTR: Optimize T461 Flow,TTR,0.75,
excel_import,SUMMIT,,,,2025-11-20,     4.7.5) PCO 3.7.3.GA - 10.8 hrs (SMR VC),TTR,,
excel_import,SUMMIT,SUMMIT-2274,Done,Korat FW,2025-11-20,"TTR: FINE_UJOG_INIT GobyLite (for PK1, unlock condition)",TTR,0,
excel_import,SUMMIT,SUMMIT-1597,"Done
PCO3.7.3C1",SSDC TP/ ARS,2025-11-20,(SMR) Investigate SMR uJOG Optimization for TTR and Robustness,TTR,0,
excel_import,SUMMIT,SUMMIT-1881,Done,Korat FW,2025-11-20,(SMR) TTR: MSMR dual reader test by condition (from single reader),TTR,0,
excel_import,SUMMIT,,,,2025-11-20,     4.7.4.1) PCO 3.7.3.EA - 6 hrs (CMR) (Cut-in WW16),TTR,,
excel_import,SUMMIT,"FWSD-6603/
SUMMIT-1943/","Tighten FNC2 4hrs, Slow runner rerun 2%",Abhay/ Kelly's team,2025-11-20,TTR: CMR Skip Track Format Certify,TTR,12,
excel_import,SUMMIT,,,,2025-11-20,     4.7.6) PCO 3.7.3.GB1 - 9.1 hrs,TTR,,
excel_import,SUMMIT,SUMMIT-2230,Pending implement,Servo/DC,2025-11-20,SCOPY YIP#6,TTR,4,
excel_import,SUMMIT,SUMMIT-1779,Pending implement,Korat FW (pull in),2025-11-20,VBAR_ATI Prediction (CAL2),TTR,1,
excel_import,SUMMIT,SUMMIT-2086,Need turn off feature for SHST in PWT,SSDC TP,2025-11-20,TTR: Investigate further TTR in MSMR_SR_RDR_TST_2 by running through exceptions,TTR,2.5,
excel_import,SUMMIT,SUMMIT-2092,Pending implement,SSDC TP,2025-11-20,TTR: Investigate potential reduction in VBAR_SME1 iterations,TTR,1,
excel_import,SUMMIT,SUMMIT-2273,Pending implement,Korat FW,2025-11-20,TTR: T240 TEST ZONE by Condition #Phase2,TTR,0.6,
excel_import,SUMMIT,,,,2025-11-20,     4.7.6) PCO 3.7.3D3/GE - 13.6 hrs,TTR,,
excel_import,SUMMIT,SUMMIT-2266,Pending implement,US DC,2025-11-20,TTR malloc on Goby - Seagate JIRA,TTR,10,
excel_import,SUMMIT,SUMMIT-2118,Pending implement,Servo/DC,2025-11-20,TTR: ZAP Seek Path Optimization ( PROZ/OCZ ),TTR,3.6,
excel_import,SUMMIT,,,,11/18/2025,     4.7.7) Plan Phase#1A - 3.6 hrs (SU373GE_02),TTR,,
excel_import,SUMMIT,SUMMIT-2300,Pending PCO integration,Kelly's team,2025-11-20,TTR: Remove 1>N28 from DNLD_CODE_TCG_SPT,TTR,0.2,
excel_import,SUMMIT,SUMMIT-2345,Pending PCO integration,SSDC TP,2025-11-20,"TTR: PWT optimization: DNLD_CODE, enableDiags, Powercycle",TTR,0.2,
excel_import,SUMMIT,"SUMMIT-2314
DISC-CR0014255",Pending Development,Servo/DC,2025-11-20,TTR: Integrated Milli/Micro Structure Bode Measurement with One-Shot SS1X Bode Measurement,TTR,0.5,
excel_import,SUMMIT,"SUMMIT-2096/
SUMMIT-2120
DISC-CR0014268","SBR: SM04X373CAL
Reli result CP. FW2618",SSDC TP,2025-11-20,TTR on LUL_TEST25 (Concern OD_PAD_MQM removal 1.2 hr) 2 hrs (was 2.5 hrs.),TTR,2,
excel_import,SUMMIT,,,,11/18/2025,     4.7.8) Plan Phase#1B - 13.8 hrs (SU373GE_03),TTR,,
excel_import,SUMMIT,TSR-6784,,SSDC TP,2025-11-20,TTR: VM optimize ,TTR,2,
excel_import,SUMMIT,TSR-6527,,SSDC TP,2025-11-20,Channel Opti TTR in VBAR_ATI,TTR,3.5,
excel_import,SUMMIT,SUMMIT-2091,"TVM: SPQ-10720
1x failed - In Analysis
(ZYDBNJX0)",SSDC TP,2025-11-20,TTR: Investigate potential T299 DistlBndSz optimization in T299_EXPN_STE_SCRN,TTR,2.5,
excel_import,SUMMIT,SUMMIT-1879	,"TVM: SPQ-10720
1x failed - In Analysis
(ZYDBNJX0)",SSDC TP,2025-11-20,TTR: Investigate test time savings by reducing Number of writes in T299_ATI and T299_DS_ATI,TTR,5.8,
excel_import,SUMMIT,,,,11/18/2025,     4.7.9) Plan Phase#1C - 6 hrs (SU373GE_02A),TTR,,
excel_import,SUMMIT,DISC-CR0014332,,Chonnakarn,11/18/2025,Remove WRITE_POWER_TCC State -- WRITE_POWER_TCC,TTR,0.2,
excel_import,SUMMIT,SUMMIT-2279,,Servo/DC,2025-11-20,TTR: Test 33 Seek Delay Improvement (SF3),TTR,0.3,
excel_import,SUMMIT,TSR-6529 ,,Royce,2025-11-20,TTR: T102 on PCBA Screen (SF3) + (new PF3),TTR,0.8,
excel_import,SUMMIT,DISC-CR0014330,,Thiansue,2025-11-20,Remove 10 zone at P461_READ_OFFSET_SFR -- Write ability solo,TTR,0.1,
excel_import,SUMMIT,DISC-CR0014334,,Thiansue,2025-11-20,"Remove Zn2, 4, P461_BIE_MEAN_BY_TRACK  -- Write ability solo",TTR,0.03,
excel_import,SUMMIT,DISC-CR0014319,,Rawinnipa,2025-11-20,Fix T94 on non-PRE2 TA scan,TTR,0.5,
excel_import,SUMMIT,,,,11/18/2025,     4.7.10) Plan Phase#1D - 13.7 hrs (SU373GE_04),TTR,,
excel_import,SUMMIT,DISC-CR0014225,,Korat FW,2025-11-20,TTR- T240 Predict Final Write,TTR,1.5,
excel_import,SUMMIT,SUMMIT-2355,,Servo/DC,11/18/2025,"TOPAZ Opt 1 (TgtRRO 0.029"")",TTR,5,
excel_import,SUMMIT,DISC-CR0014322,,Pisit/AMared,2025-11-20,AFH optimize test zone to 8 from 11,TTR,2,
excel_import,SUMMIT,DISC-CR0014323,,Pisit/Amared,2025-11-20,Increase start DAC,TTR,1,
excel_import,SUMMIT,,,,2025-11-20,      4.7.9) Plan Phase#C - 5 hrs ,TTR,,
excel_import,SUMMIT,SUMMIT-2355,Under checkout,Servo/DC,2025-11-20,"TOPAZ (Need SUMMIT-2052, 2255, 2053)",TTR,5,
excel_import,SUMMIT,,,,2025-11-20,      4.7.10) Plan Phase#D - xx hrs ,TTR,,
excel_import,SUMMIT,SUMMIT-2337,Need Fix - bank spiral write issue,Servo/DC,2025-11-20,SCOPY spiral write (YIP#7),TTR,1.3,
excel_import,SUMMIT,TSR-6529 ,Under checkout,Royce,11/18/2025,TTR: T102 on PCBA Screen,TTR,?,
excel_import,SUMMIT,SUMMIT-2302,Under checkout,Korat FW,2025-11-20,TTR: PCBA_SCRN extreme optimization. [T102 reduce loop],TTR,?,
excel_import,SUMMIT,SUMMIT-2279,Pending PCO integration,Servo/DC,2025-11-20,TTR: Test 33 Seek Delay Improvement,TTR,0.26,
excel_import,SUMMIT,SUMMIT-2272,Under checkout,Korat FW,2025-11-20,TTR: Reduce num write of zone 0 at VBAR_ATI,TTR,2,
excel_import,SUMMIT,DISC-CR0014225,Under checkout,Korat FW,2025-11-20,TTR- T240,TTR,1.5,
excel_import,SUMMIT,DISC-CR0014269,,Korat FW/US DC,2025-11-20,T220 WP Opti bypass channel training and offset searches,TTR,2.2,
excel_import,SUMMIT,,,,2025-11-20,     4.8) PCO TBD - xxhrs (PCO3.7.3x/PCO3.7.4x),TTR,,
excel_import,SUMMIT,SUMMIT-1432,,DC/ PE,2025-11-20,CMR Skip Track Format Certify NMD improvement,TTR,4,
excel_import,SUMMIT,,,,2025-11-20,CMR Skip Track Format Certify NMD improvement (Beatup),TTR,??,
excel_import,SUMMIT,"
SUMMIT-1818","SPQ-10644
SBR:  SMPEX13887
1x failed - In Analysis
(ZYDAQ0KR)",Abhay/Kelly's team,2025-11-20,"         (SMR) FMT certify by condition (25hrs) 
**Concern EC14184** Escape ~ 2.5%",TTR,0,
excel_import,SUMMIT,SUMMIT-1914,Pending implement,SSDC TP,2025-11-20,TTR: T094 (Only Pre TA Scan),TTR,0.6,
excel_import,SUMMIT,DISC-CR0014267,,LeiWei,2025-11-20,Optimize T461 reduce zone in some state,TTR,1,
excel_import,SUMMIT,SUMMIT-1900,,DC,2025-11-20,Single Sector RMM + Zero Latency Writes,TTR,9,
excel_import,SUMMIT,,3% FMT failure escape to customer. Need review how to handle that 3%(EC14184/EC10219),DC,2025-11-20,"	
(SMR) FMT removal",TTR,30,
excel_import,SUMMIT,,**CP Reli result WW51 #SPQ-10532**,Korat FW,2025-11-20,WP prediction,TTR,4,
excel_import,SUMMIT,SUMMIT-2327,Pending PCO integration,Servo/DC,2025-11-20,TTR: New Servo Code xx66,TTR,??,
excel_import,SUMMIT,,,,2025-11-20,     4.8) PCO TBD - xxhrs,TTR,0,
excel_import,SUMMIT,SUMMIT-1733,Pending drive eval,Sun Wah/Vitor Chew,2025-11-20,TTR: T297 SUMMIT TTR Plan (Phase 3),TTR,0.5,
excel_import,SUMMIT,SUMMIT-1401,Push out from 3.6,SSDC,2025-11-20,        Improve opti settle T451,TTR,0,
excel_import,SUMMIT,Pending,TBD,Korat PE/Korat FW,2025-11-20,Remove PWT SF3 portion​ for weld before CERT portion.,TTR,29,
excel_import,SUMMIT,Pending,TBD,Sitthichai/Kriangkrai/Worawit,2025-11-20,ZAP machine learning (PROZ?) - revist vs TOPAZ,TTR,12.5,
excel_import,SUMMIT,SUMMIT-1851,Cancel HDIG concern meas,SoonWah/Dick Martin,2025-11-20,Optimizing AFH Test 135 'start_dac' for Wrt/Rdr Htr,TTR,0,
excel_import,SUMMIT,SUMMIT-1846,Evaluating,Korat FW,2025-11-20,"PC file compression (T231, T130)",TTR,0.3,
excel_import,SUMMIT,TBD,,US DC,2025-11-20,T451 opti overhead,TTR,3,
excel_import,SUMMIT,,,,2025-11-20,     4.9) Risk TTR item PCO - TBD,TTR,0,
excel_import,SUMMIT,?,Developing,Korat FW,2025-11-20,     4.10) PROZ enhance for TTR (SMR mode Sorting),TTR,0,
excel_import,SUMMIT,SUMMIT-1134,Developing by SG team,SSDC/ Korat SW-FW,2025-11-20,     4.11)  ZFS (20) - run on BRC5832 (PCO3.7.2),TTR,0,
excel_import,SUMMIT,,,,2025-11-20,     4.12) Canceled,TTR,,
excel_import,SUMMIT,SUMMIT-1201,Evaluating,Servo DC/Korat FW,2025-11-20,Enable XBAR (Memory optimize in ZAP),TTR,2,
excel_import,SUMMIT,SUMMIT-1756,TBD,Korat FW,2025-11-20,Variable spare Enhance,TTR,0,
excel_import,SUMMIT,SUMMIT-2083,TBD,DC,2025-11-20,150x Channel speed up,TTR,4,
excel_import,SUMMIT,TBD,TBD,Korat FW,2025-11-20,ATI expantion Zn0 removal (0.01% failure),TTR,1,
excel_import,SUMMIT,"SUMMIT-1595,
SUMMIT-1868",Backout, SSDC,2025-11-20,VM optimize (SSDC),TTR,2,
excel_import,SUMMIT,SUMMIT-2276,Backout,SSDC TP,2025-11-20,TTR: Further improvements on TTR in VBAR_METRICS,TTR,0,
excel_import,SUMMIT,"TSR-5008, SUMMIT-2280",Backout,SSDC TP,2025-11-20,Add Fast MSMR Combined Reader Calculation mode to either T238 or T438,TTR,2.7,
excel_import,SUMMIT,SUMMIT-2278,Cancel,Korat FW,2025-11-20,TTR: Sampling T240 Zn1 in write screen state.,TTR,??,
excel_import,SUMMIT,,,,2025-11-20,Total TTR,TTR,,
excel_import,SUMMIT,,,,2025-11-20,Gap to FROST (all risks),TTR,,
excel_import,SUMMIT,,,,2025-11-20,Gap to POR 3.0 (all risks),TTR,,
excel_import,SUMMIT,SUMMIT-1197,Study by Korat,Korat FW,2025-11-20,T299 TTR-ML Zn prediction,TTR,,
excel_import,SUMMIT,Risk ,Status,Owner,2025-11-20,Risk High TTR ,TTR,,
excel_import,SUMMIT,,,,2025-11-20,iVBAR,TTR,,
excel_import,SUMMIT,H,Developing ,Korat FW / LCO Test process,2025-11-20, T102 opti,TTR,,
excel_import,SUMMIT,SUMMIT-954,Developing ,Korat FW / ARS,2025-11-20,T240 EAW,TTR,,
excel_import,SUMMIT,H,Developing ,Korat FW,2025-11-20,VBAR init predict,TTR,,
excel_import,SUMMIT,H,Study,Korat FW / LCO ARS,2025-11-20,T299 ATI optimize test zone,TTR,,
excel_import,SUMMIT,SUMMIT-1749,Study,SSDC Servo ,2025-11-20,T33 optimize,TTR,,
excel_import,SUMMIT,SUMMIT-1031,Study,Korat FW / LCO Servo,2025-11-20,Lin screen opti,TTR,,
excel_import,SUMMIT,H,Developing ,US DC,2025-11-20,CMR FMT certify by condition,TTR,,
excel_import,DORADO,Dorado-906,,,2025-11-20,4.4.1) Soak 9 days (refer to row xx,TTR,,
excel_import,DORADO,Need Jira,,,2025-11-20,"PCO 4.4.x)Dynamic  Soak 9 days -> 7 day avg
    HSMR Needs Mango approval and Exec discussion before cutting into PCO
    SMR is cut in on these dates assuming FW32 DOE has good results",TTR,,
excel_import,DORADO,,,,2025-11-20,4.3.3) Soak 0 day (not in any underpinned planned) -,TTR,,
excel_import,DORADO,,"WW16 eval release 
WW20 6hd mfg only ckpt 
WW20- mp release
WW32 Packout",,2025-11-20,PCO TTR for  Q3FY26 (PCO 4.3.4 ) (MAT6),TTR,,
excel_import,DORADO,,,,2025-11-20,TTR low risk item moved earlier from 4.4.1 and 4.4.2,TTR,,
excel_import,DORADO,Dorado-950,,,2025-11-20,Reduct T87 overhead loop in laser cal function  ,TTR,,
excel_import,DORADO,Dorado-619,,,2025-11-20,T461 in FLC_DELTA remove 9% sqz delta 0.05hrs,TTR,,
excel_import,DORADO,Dorado-737,,,2025-11-20,PRISM removal (was temporaily added in early Dorado bringup),TTR,,
excel_import,DORADO,Dorado-898,,,2025-11-20,Remove butterfly write seek (need TTR amount),TTR,,
excel_import,DORADO,Dorado-607,2 hd showing higher TTR than 46 need verification on 20hd,,2025-11-20,T461:Adjust T461 measurements that track BER changes rough the tes process for TTR,TTR,,
excel_import,DORADO,Dorado-812,,,2025-11-20,       VBAR_TPISME1 reduce max number of backoff steps ,TTR,,
excel_import,DORADO,Dorado-1036,,,2025-11-20,"EWC changes ported from Marlin (Radical malloc, Smooth linear Bode, Reduce skdly in T135, T282 Idle Time red, ZAP seek path optimization
MarlinCT-1958,2008, 2012, 2018, 2057
Dorado 1156, 1157, 1159, 1177, 1179",TTR,,
excel_import,DORADO,Dorado-1179,,ref Dorado-1036,2025-11-20,"TTR - Radical malloc eval  (6 hrs) (MarlinCT-1958, MarlinCT-2057)",TTR,,
excel_import,DORADO,Dorado-1159,,ref Dorado-1036,2025-11-20,"TTR: T282 reduce ""idle time""  (9 hrs) (MarlinCT-2018)",TTR,,
excel_import,DORADO,Dorado-1156,,,2025-11-20,TTR: Further Test Time Reduction In T282 - Bode Convergence Check (8 hrs),TTR,,
excel_import,DORADO,Dorado-1158,,,2025-11-20,ZAP Seek Path Optimization (8 hours),TTR,,
excel_import,DORADO,Dorado-1157,Need to x-check for Dorado,,2025-11-20,TTR - Reducing the SkDly in t135 from 20ms to 0ms (5 hrs),TTR,,
excel_import,DORADO,Dorado-1223,,,2025-11-20,Remove FNC2 state T299_DS_ATI for TTR,TTR,,
excel_import,DORADO,Dorado-1224,,,2025-11-20,Remove CRT2 state T299_ATI for TTR,TTR,,
excel_import,DORADO,Dorado-621,,,2025-11-20,FNC2: T461 BER tracking measurements:  reduce zone make to every 8th zone,TTR,,
excel_import,DORADO,,"WW13 eval release
WW21 6hd reli -500hr ckpt
WW21 mp release
WW32 Packout
Scopy cut-in after CERT WW17
",,2025-11-20,4.3) PCO TTR Q3FY26 (PCO 4.4.1),TTR,,
excel_import,DORADO,Dorado-583,C/P TT saving by Sep16,,2025-11-20,LPV Iop Adjust by Head,TTR,,
excel_import,DORADO,Dorado-959,C/P TT saving by Sep16,,2025-11-20,"SMR : LZR"" VBAR_LAsER: in T211 use Tpiode=2 (DS only)",TTR,,
excel_import,DORADO,Dorado-1037,C/P TT saving by Sep16,,2025-11-20,"SMR Dorado1 ractional VISA byZone, By preamp",TTR,,
excel_import,DORADO,Dorado-906,,,2025-11-20,Soak optimization (14days to 9days FW32 DOE results) refer to soak optimization section for time,TTR,,
excel_import,DORADO,Dorado-902,,,2025-11-20,"MQM 2 loop move to iMQM (Q426 30% iMQM, Q127 10%, Q227 1%",TTR,,
excel_import,DORADO,,,,2025-11-20,"No clean up after MQM (Q426, 30% clean up), Q127 10%, Q2SY 1%",TTR,,
excel_import,DORADO,,"WW18 eval release
WW25 6hd reli -500hr ckpt
WW25 mp release
WW37 Packout
Scopy cut-in after CERT WW20
",,2025-11-20,4.4) PCO TTR Q4FY26 (PCO 4.4.2),TTR,,
excel_import,DORADO,Dorado-1011,,,2025-11-20,Scopy TA-FF,TTR,,
excel_import,DORADO,Dorado-952,Mihir wil check on SBR run,,2025-11-20,HSMR:T451 Reduce the Reg list in State Derived_OpTI_2,TTR,,
excel_import,DORADO,need Jira,,,2025-11-20,T102 PCBA_SCRN TTR ,TTR,,
excel_import,DORADO,Dorado-1080,,,2025-11-20,T102 PCBA_SCRN during soak,TTR,,
excel_import,DORADO,Dorado-1015,,,2025-11-20,Skip track certify in format (TTR) (SMR only),TTR,,
excel_import,DORADO,Dorado-1198,,,2025-11-20,Remove PWT SF3 portion for weld before Cert,TTR,,
excel_import,DORADO,Dorado-1116,,,2025-11-20,    PC file compression (15 hrs ? - ,TTR,,
excel_import,DORADO,need Jira,Warachai to document Jira,,2025-11-20, State removal items (PWT/RW Xfer) TTR  TBD),TTR,,
