Source,Program,Task_ID,Status,User_Name,Date_Time,Task_Name,Improvement_Type,Business_Key,Import_Batch_ID,Import_TS,Change_Type,Snapshot_Signature,Notes,Reviewed_Flag
DISC,MARLIN BP,CR0012250,Completed,Ronnakorn Yimgratok,2024-04-10T12:15:34,MarlinBP: Get buddy slot information,TTR,disc|marlin bp|cr0012250,20251116-140537,2025-11-16T14:05:37,NEW,completed|ronnakorn yimgratok|marlinbp: get buddy slot information|ttr,,
DISC,SUMMIT,CR0012253,Completed,Gronggaew Boonjuang,2024-04-11T10:53:11,DOE#2: Workaround to fix EC14527,TTR,disc|summit|cr0012253,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|doe#2: workaround to fix ec14527|ttr,,
DISC,SUMMIT,CR0012262,Completed,Gronggaew Boonjuang,2024-04-12T09:22:19,DOE#3: Workaround to fix EC14527,TTR,disc|summit|cr0012262,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|doe#3: workaround to fix ec14527|ttr,,
DISC,SUMMIT,CR0012268,Completed,Natthakritta Rungtalay,2024-04-12T12:33:44,DOE for Reduce NumWrt from 1000 to 512 in T299_DS_ATI,TTR,disc|summit|cr0012268,20251116-140537,2025-11-16T14:05:37,NEW,completed|natthakritta rungtalay|doe for reduce numwrt from 1000 to 512 in t299_ds_ati|ttr,,
DISC,MARLIN,CR0012276,Completed,Worawit Kanjanapruthipong,2024-04-18T16:55:48,POML OTF (updated),TTR,disc|marlin|cr0012276,20251116-140537,2025-11-16T14:05:37,NEW,completed|worawit kanjanapruthipong|poml otf (updated)|ttr,,
DISC,SUMMIT,CR0012285,Completed,Gronggaew Boonjuang,2024-04-19T22:23:44,Leverage TTR VIBE/CALM feature,TTR,disc|summit|cr0012285,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|leverage ttr vibe/calm feature|ttr,,
DISC,SUMMIT,CR0012309,Completed,Sitthichai Pomthong,2024-04-26T12:03:31,Summit : VBAR_INIT Prediction sampling collection data,TTR,disc|summit|cr0012309,20251116-140537,2025-11-16T14:05:37,NEW,completed|sitthichai pomthong|summit : vbar_init prediction sampling collection data|ttr,,
DISC,MARLIN,CR0012316,Completed,Kriangkrai Kuskul,2024-04-26T17:34:18,Marlin : T55 ASTB overhead debug,TTR,disc|marlin|cr0012316,20251116-140537,2025-11-16T14:05:37,NEW,completed|kriangkrai kuskul|marlin : t55 astb overhead debug|ttr,,
DISC,SUMMIT,CR0012320,Completed,Gronggaew Boonjuang,2024-04-29T14:15:30,	SUMMIT: OCZ-ZFS Repeatability Study for TTR on SMR,TTR,disc|summit|cr0012320,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit: ocz-zfs repeatability study for ttr on smr|ttr,,
DISC,SUMMIT,CR0012326,Completed,Gronggaew Boonjuang,2024-04-30T23:11:26,SUMMIT: OCZ-ZFS Repeatability Study for TTR on CMR,TTR,disc|summit|cr0012326,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit: ocz-zfs repeatability study for ttr on cmr|ttr,,
DISC,SUMMIT,CR0012329,Completed,Atchara Tiantawatchakun,2024-05-02T11:25:06,TTR T240 EAW Experiment with bypass failure,TTR,disc|summit|cr0012329,20251116-140537,2025-11-16T14:05:37,NEW,completed|atchara tiantawatchakun|ttr t240 eaw experiment with bypass failure|ttr,,
DISC,SUMMIT,CR0012349,Completed,Gronggaew Boonjuang,2024-05-06T23:03:39,SUMMIT: OCZ-ZFS Repeatability Study for TTR on CMR [PCO3.4.1E],TTR,disc|summit|cr0012349,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit: ocz-zfs repeatability study for ttr on cmr [pco3.4.1e]|ttr,,
DISC,SUMMIT,CR0012367,Completed,Gronggaew Boonjuang,2024-05-10T16:38:12,SUMMIT: OCZ-ZFS Repeatability Study for TTR on SMR [PCO3.3.2],TTR,disc|summit|cr0012367,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit: ocz-zfs repeatability study for ttr on smr [pco3.3.2]|ttr,,
DISC,SUMMIT,CR0012373,Completed,Natthakritta Rungtalay,2024-05-13T18:22:45,New T299 RAP saving optimization for CMR and HSMR,TTR,disc|summit|cr0012373,20251116-140537,2025-11-16T14:05:37,NEW,completed|natthakritta rungtalay|new t299 rap saving optimization for cmr and hsmr|ttr,,
DISC,SUMMIT,CR0012388,Completed,Atchara Tiantawatchakun,2024-05-15T10:03:23,Power Cycle Optimization for SCOPY PCO3.4.1F,TTR,disc|summit|cr0012388,20251116-140537,2025-11-16T14:05:37,NEW,completed|atchara tiantawatchakun|power cycle optimization for scopy pco3.4.1f|ttr,,
DISC,SUMMIT,CR0012389,Completed,Atchara Tiantawatchakun,2024-05-15T10:04:50,Power Cycle Optimization for PCO3.4.2,TTR,disc|summit|cr0012389,20251116-140537,2025-11-16T14:05:37,NEW,completed|atchara tiantawatchakun|power cycle optimization for pco3.4.2|ttr,,
DISC,MARLIN,CR0012411,Completed,Worawit Kanjanapruthipong,2024-05-17T16:06:57,POML OTF (reli qual),TTR,disc|marlin|cr0012411,20251116-140537,2025-11-16T14:05:37,NEW,completed|worawit kanjanapruthipong|poml otf (reli qual)|ttr,,
DISC,MARLIN,CR0012451,Completed,Worawit Kanjanapruthipong,2024-05-29T11:58:04,POML WW,TTR,disc|marlin|cr0012451,20251116-140537,2025-11-16T14:05:37,NEW,completed|worawit kanjanapruthipong|poml ww|ttr,,
DISC,SUMMIT,CR0012454,Completed,Gronggaew Boonjuang,2024-05-29T17:46:36,SUMMIT: OCZ-ZFS ,TTR,disc|summit|cr0012454,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit: ocz-zfs|ttr,,
DISC,SUMMIT,CR0012462,Completed,Gronggaew Boonjuang,2024-05-31T10:18:07,SUMMIT: Short reconfig flow (Mid Plan),TTR,disc|summit|cr0012462,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit: short reconfig flow (mid plan)|ttr,,
DISC,SUMMIT,CR0012475,Completed,Worawit Kanjanapruthipong,2024-06-05T16:42:09,POML WW,TTR,disc|summit|cr0012475,20251116-140537,2025-11-16T14:05:37,NEW,completed|worawit kanjanapruthipong|poml ww|ttr,,
DISC,SUMMIT,CR0012483,Completed,Gronggaew Boonjuang,2024-06-06T17:05:44,SUMMIT: OCZ-ZFS Repeatability Study for TTR on SMR [PCO3.4.2],TTR,disc|summit|cr0012483,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit: ocz-zfs repeatability study for ttr on smr [pco3.4.2]|ttr,,
DISC,SUMMIT,CR0012486,Completed,Gronggaew Boonjuang,2024-06-07T10:17:39,SUMMIT: Short reconfig flow (Mid Plan),TTR,disc|summit|cr0012486,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit: short reconfig flow (mid plan)|ttr,,
DISC,MARLIN,CR0012487,Awaiting Development,Sitthichai Pomthong,2024-06-07T11:28:35,Marlin: Final loop VBAR_ATI Prediction,TTR,disc|marlin|cr0012487,20251116-140537,2025-11-16T14:05:37,NEW,awaiting development|sitthichai pomthong|marlin: final loop vbar_ati prediction|ttr,,
DISC,MARLIN,CR0012488,Completed,Warachai Singjungreed,2024-06-07T12:46:26,ZBB Eval for Marlin for CMR mode only,TTR,disc|marlin|cr0012488,20251116-140537,2025-11-16T14:05:37,NEW,completed|warachai singjungreed|zbb eval for marlin for cmr mode only|ttr,,
DISC,MARLIN BP,CR0012495,Completed,Ronnakorn Yimgratok,2024-06-10T15:31:17,MarlinBP: IR_TEST_TIME report for iReovery restate,TTR,disc|marlin bp|cr0012495,20251116-140537,2025-11-16T14:05:37,NEW,completed|ronnakorn yimgratok|marlinbp: ir_test_time report for ireovery restate|ttr,,
DISC,MARLIN,CR0012507,Completed,Worawit Kanjanapruthipong,2024-06-13T19:12:46,POML WW (2nd run),TTR,disc|marlin|cr0012507,20251116-140537,2025-11-16T14:05:37,NEW,completed|worawit kanjanapruthipong|poml ww (2nd run)|ttr,,
DISC,SUMMIT,CR0012524,Completed,Atchara Tiantawatchakun,2024-06-19T09:25:17,Power Cycle Optimization Experiment based on PCO3.4.2,TTR,disc|summit|cr0012524,20251116-140537,2025-11-16T14:05:37,NEW,completed|atchara tiantawatchakun|power cycle optimization experiment based on pco3.4.2|ttr,,
DISC,SUMMIT,CR0012535,Completed,Atchara Tiantawatchakun,2024-06-24T12:44:24,Power Cycle Optimization Experiment based on PCO3.4.2 ver2,TTR,disc|summit|cr0012535,20251116-140537,2025-11-16T14:05:37,NEW,completed|atchara tiantawatchakun|power cycle optimization experiment based on pco3.4.2 ver2|ttr,,
DISC,SUMMIT,CR0012541,Completed,Kriangkrai Kuskul,2024-06-25T15:11:19,SUMMIT : Write Opti: Read Averaging Reduction,TTR,disc|summit|cr0012541,20251116-140537,2025-11-16T14:05:37,NEW,completed|kriangkrai kuskul|summit : write opti: read averaging reduction|ttr,,
DISC,MARLIN,CR0012562,Completed,Kriangkrai Kuskul,2024-07-01T11:08:03,Marlin : variable lba W/R xfr evaluaion,TTR,disc|marlin|cr0012562,20251116-140537,2025-11-16T14:05:37,NEW,completed|kriangkrai kuskul|marlin : variable lba w/r xfr evaluaion|ttr,,
DISC,SUMMIT,CR0012582,Completed,Atchara Tiantawatchakun,2024-07-04T11:16:14,Separate out tempSaturationDifferentialReq for HC and HL cell,TTR,disc|summit|cr0012582,20251116-140537,2025-11-16T14:05:37,NEW,completed|atchara tiantawatchakun|separate out tempsaturationdifferentialreq for hc and hl cell|ttr,,
DISC,SUMMIT,CR0012586,Completed,Atchara Tiantawatchakun,2024-07-04T15:34:01,Power Cycle Optimization skip 4 states CRT2,TTR,disc|summit|cr0012586,20251116-140537,2025-11-16T14:05:37,NEW,completed|atchara tiantawatchakun|power cycle optimization skip 4 states crt2|ttr,,
DISC,MARLIN,CR0012617,Completed,Worawit Kanjanapruthipong,2024-07-11T15:54:43,T461 Optimization (revise per Lewis),TTR,disc|marlin|cr0012617,20251116-140537,2025-11-16T14:05:37,NEW,completed|worawit kanjanapruthipong|t461 optimization (revise per lewis)|ttr,,
DISC,SUMMIT,CR0012632,Completed,Gronggaew Boonjuang,2024-07-15T20:01:59,SUMMIT: OCZ-ZFS Version09C,TTR,disc|summit|cr0012632,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit: ocz-zfs version09c|ttr,,
DISC,SUMMIT,CR0012645,Completed,Kriangkrai Kuskul,2024-07-17T16:33:13,SUMMIT : ZAP prediction,TTR,disc|summit|cr0012645,20251116-140537,2025-11-16T14:05:37,NEW,completed|kriangkrai kuskul|summit : zap prediction|ttr,,
DISC,MARLIN,CR0012646,Rejected at Distribution,Phanom Nuangchomphoo,2024-07-17T17:19:31,Study merge Backend TP,TTR,disc|marlin|cr0012646,20251116-140537,2025-11-16T14:05:37,NEW,rejected at distribution|phanom nuangchomphoo|study merge backend tp|ttr,,
DISC,MARLIN,CR0012690,Completed,Petcharat Boonprasop,2024-07-25T16:48:18,Enable ZBB full mode (CMR&SMR),TTR,disc|marlin|cr0012690,20251116-140537,2025-11-16T14:05:37,NEW,completed|petcharat boonprasop|enable zbb full mode (cmr&smr)|ttr,,
DISC,SUMMIT,CR0012706,Completed,Gronggaew Boonjuang,2024-07-31T22:03:03,Summit: TTR-ZFS based on PCO3.5.0A,TTR,disc|summit|cr0012706,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit: ttr-zfs based on pco3.5.0a|ttr,,
DISC,SUMMIT,CR0012746,Completed,Suphaphit Saepu,2024-08-08T16:56:49,Summit: MRT2 Feature V2 Update,TTR,disc|summit|cr0012746,20251116-140537,2025-11-16T14:05:37,NEW,completed|suphaphit saepu|summit: mrt2 feature v2 update|ttr,,
DISC,SUMMIT,CR0012749,Completed,Gronggaew Boonjuang,2024-08-08T18:20:43,SUMMIT: ZFS feature qualification,TTR,disc|summit|cr0012749,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit: zfs feature qualification|ttr,,
DISC,SUMMIT,CR0012785,Completed,Gronggaew Boonjuang,2024-08-16T22:40:18,SUMMIT: T2108 SkInc settings for TTR,TTR,disc|summit|cr0012785,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit: t2108 skinc settings for ttr|ttr,,
DISC,SUMMIT,CR0012786,Completed,Gronggaew Boonjuang,2024-08-16T22:43:18,SUMMIT: Reduction of Test 130 DBI (FileID 8) backup calls at SPFS,TTR,disc|summit|cr0012786,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit: reduction of test 130 dbi (fileid 8) backup calls at spfs|ttr,,
DISC,SUMMIT,CR0012808,Completed,Gronggaew Boonjuang,2024-08-22T14:47:41,Summit SMR SPFS with SkInc=20,TTR,disc|summit|cr0012808,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit smr spfs with skinc=20|ttr,,
DISC,SUMMIT,CR0012810,Completed,Gronggaew Boonjuang,2024-08-22T15:27:50,Enable PROZ feature by condition,TTR,disc|summit|cr0012810,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|enable proz feature by condition|ttr,,
DISC,SUMMIT,CR0012825,Completed,Sitthichai Pomthong,2024-08-27T14:49:29,Summit: Zap Prediction evaluation phase,TTR,disc|summit|cr0012825,20251116-140537,2025-11-16T14:05:37,NEW,completed|sitthichai pomthong|summit: zap prediction evaluation phase|ttr,,
DISC,SUMMIT,CR0012856,Completed,Punnathon Phatai,2024-09-03T19:22:35,SUMMIT: Implement Write Power Set Prediction,TTR,disc|summit|cr0012856,20251116-140537,2025-11-16T14:05:37,NEW,completed|punnathon phatai|summit: implement write power set prediction|ttr,,
DISC,SUMMIT,CR0012871,Rejected at Distribution,Oosana Onjan,2024-09-05T18:24:48,Summit Request add T321 and limit candidate M1 M2,TTR,disc|summit|cr0012871,20251116-140537,2025-11-16T14:05:37,NEW,rejected at distribution|oosana onjan|summit request add t321 and limit candidate m1 m2|ttr,,
DISC,SUMMIT,CR0012883,Completed,Gronggaew Boonjuang,2024-09-10T14:55:29,SUMMIT: ZFS feature qualification (reli),TTR,disc|summit|cr0012883,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit: zfs feature qualification (reli)|ttr,,
DISC,SUMMIT,CR0012888,Completed,Suphaphit Saepu,2024-09-11T14:11:09,Summit : TTR experiment initiated Overclock in SF3,TTR,disc|summit|cr0012888,20251116-140537,2025-11-16T14:05:37,NEW,completed|suphaphit saepu|summit : ttr experiment initiated overclock in sf3|ttr,,
DISC,SUMMIT,CR0012904,Completed,Sitthichai Pomthong,2024-09-13T15:19:55,Summit: Final loop VBAR_ATI Prediction and reduce redundant ATI measurement,TTR,disc|summit|cr0012904,20251116-140537,2025-11-16T14:05:37,NEW,completed|sitthichai pomthong|summit: final loop vbar_ati prediction and reduce redundant ati measurement|ttr,,
DISC,SUMMIT,CR0012927,Completed,Sitthichai Pomthong,2024-09-23T09:58:53,Summit: Reduce redundants zones test of VBAR_ATI,TTR,disc|summit|cr0012927,20251116-140537,2025-11-16T14:05:37,NEW,completed|sitthichai pomthong|summit: reduce redundants zones test of vbar_ati|ttr,,
DISC,MARLIN,CR0012928,Completed,Sitthichai Pomthong,2024-09-23T10:37:38,Marlin: Reduce redundants zones test of VBAR_ATI,TTR,disc|marlin|cr0012928,20251116-140537,2025-11-16T14:05:37,NEW,completed|sitthichai pomthong|marlin: reduce redundants zones test of vbar_ati|ttr,,
DISC,MARLIN,CR0012935,Completed,Petcharat Boonprasop,2024-09-24T17:28:01,FNC2 TTR using optimization of T2108 Cert Track Step (SkInc) parameter,TTR,disc|marlin|cr0012935,20251116-140537,2025-11-16T14:05:37,NEW,completed|petcharat boonprasop|fnc2 ttr using optimization of t2108 cert track step (skinc) parameter|ttr,,
DISC,SUMMIT,CR0012954,Completed,Suphaphit Saepu,2024-10-01T12:22:59,Summit : TTR experiment initiated Overclock in SF3 [DOE2],TTR,disc|summit|cr0012954,20251116-140537,2025-11-16T14:05:37,NEW,completed|suphaphit saepu|summit : ttr experiment initiated overclock in sf3 [doe2]|ttr,,
DISC,MARLIN BP,CR0012963,Completed,Sitthichai Pomthong,2024-10-02T14:38:45,	MarlinBP: Optimize updating BPI/TPI formats by using PCfile,TTR,disc|marlin bp|cr0012963,20251116-140537,2025-11-16T14:05:37,NEW,completed|sitthichai pomthong|marlinbp: optimize updating bpi/tpi formats by using pcfile|ttr,,
DISC,SUMMIT,CR0013009,Completed,Sitthichai Pomthong,2024-10-11T09:31:21,Summit: Removal READ_OPTI_OD state,TTR,disc|summit|cr0013009,20251116-140537,2025-11-16T14:05:37,NEW,completed|sitthichai pomthong|summit: removal read_opti_od state|ttr,,
DISC,SUMMIT,CR0013010,Completed,Gronggaew Boonjuang,2024-10-11T11:56:36,Enable TTR X-Bar feature,TTR,disc|summit|cr0013010,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|enable ttr x-bar feature|ttr,,
DISC,MARLIN,CR0013044,Completed,Worawit Kanjanapruthipong,2024-10-22T16:45:20,POML (ZAVG register removal),TTR,disc|marlin|cr0013044,20251116-140537,2025-11-16T14:05:37,NEW,completed|worawit kanjanapruthipong|poml (zavg register removal)|ttr,,
DISC,MARLIN,CR0013046,Completed,Worawit Kanjanapruthipong,2024-10-23T11:32:18,Optimize the updating BPI/TPI formats by using PCfile [for HSMR-S],TTR,disc|marlin|cr0013046,20251116-140537,2025-11-16T14:05:37,NEW,completed|worawit kanjanapruthipong|optimize the updating bpi/tpi formats by using pcfile [for hsmr-s]|ttr,,
DISC,MARLIN,CR0013079,Rejected at Distribution,Warachai Singjungreed,2024-11-04T23:31:13,XFER RATE TTR,TTR,disc|marlin|cr0013079,20251116-140537,2025-11-16T14:05:37,NEW,rejected at distribution|warachai singjungreed|xfer rate ttr|ttr,,
DISC,SUMMIT,CR0013092,Completed,Gronggaew Boonjuang,2024-11-07T14:47:00,Summit HSMR SPFS with SkInc optimization,TTR,disc|summit|cr0013092,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit hsmr spfs with skinc optimization|ttr,,
DISC,MARLIN,CR0013095,Rejected at Distribution,Warachai Singjungreed,2024-11-07T19:54:55,Implement APS_22 to PCO,TTR,disc|marlin|cr0013095,20251116-140537,2025-11-16T14:05:37,NEW,rejected at distribution|warachai singjungreed|implement aps_22 to pco|ttr,,
DISC,MARLIN,CR0013096,Completed,Warachai Singjungreed,2024-11-07T20:00:34,Implement APS_10 to PCO,TTR,disc|marlin|cr0013096,20251116-140537,2025-11-16T14:05:37,NEW,completed|warachai singjungreed|implement aps_10 to pco|ttr,,
DISC,MARLIN,CR0013097,Rejected at Distribution,Warachai Singjungreed,2024-11-07T20:04:13,Implement APS_14 to PCO,TTR,disc|marlin|cr0013097,20251116-140537,2025-11-16T14:05:37,NEW,rejected at distribution|warachai singjungreed|implement aps_14 to pco|ttr,,
DISC,MARLIN,CR0013098,Completed,Warachai Singjungreed,2024-11-07T20:08:56,Implement APS_57 to PCO,TTR,disc|marlin|cr0013098,20251116-140537,2025-11-16T14:05:37,NEW,completed|warachai singjungreed|implement aps_57 to pco|ttr,,
DISC,MARLIN,CR0013099,Completed,Warachai Singjungreed,2024-11-07T20:12:42,Implement APS_116 to PCO,TTR,disc|marlin|cr0013099,20251116-140537,2025-11-16T14:05:37,NEW,completed|warachai singjungreed|implement aps_116 to pco|ttr,,
DISC,MARLIN,CR0013100,Completed,Warachai Singjungreed,2024-11-07T20:16:13,Implement APS_8to PCO,TTR,disc|marlin|cr0013100,20251116-140537,2025-11-16T14:05:37,NEW,completed|warachai singjungreed|implement aps_8to pco|ttr,,
DISC,MARLIN,CR0013101,Rejected at Development,Warachai Singjungreed,2024-11-07T20:18:58,Implement APS_30 to PCO,TTR,disc|marlin|cr0013101,20251116-140537,2025-11-16T14:05:37,NEW,rejected at development|warachai singjungreed|implement aps_30 to pco|ttr,,
DISC,MARLIN,CR0013102,Completed,Warachai Singjungreed,2024-11-07T20:21:17,Implement APS_26 to PCO,TTR,disc|marlin|cr0013102,20251116-140537,2025-11-16T14:05:37,NEW,completed|warachai singjungreed|implement aps_26 to pco|ttr,,
DISC,SUMMIT,CR0013106,Completed,Worawit Kanjanapruthipong,2024-11-08T16:28:03,POML for SMR,TTR,disc|summit|cr0013106,20251116-140537,2025-11-16T14:05:37,NEW,completed|worawit kanjanapruthipong|poml for smr|ttr,,
DISC,SUMMIT,CR0013115,Completed,Gronggaew Boonjuang,2024-11-12T10:59:22,Post reli qual enhancement to ZFS,TTR,disc|summit|cr0013115,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|post reli qual enhancement to zfs|ttr,,
DISC,SUMMIT,CR0013120,Completed,Suphaphit Saepu,2024-11-13T12:15:17,Summit : Base CR12888 with non-OverClock,TTR,disc|summit|cr0013120,20251116-140537,2025-11-16T14:05:37,NEW,completed|suphaphit saepu|summit : base cr12888 with non-overclock|ttr,,
DISC,MARLIN,CR0013132,Completed,Petcharat Boonprasop,2024-11-15T15:16:12,Add ProZ enable by ConfigVar.,TTR,disc|marlin|cr0013132,20251116-140537,2025-11-16T14:05:37,NEW,completed|petcharat boonprasop|add proz enable by configvar.|ttr,,
DISC,SUMMIT,CR0013142,Completed,Gronggaew Boonjuang,2024-11-18T20:52:35,Summit CMR SPFS with SkInc optimization,TTR,disc|summit|cr0013142,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit cmr spfs with skinc optimization|ttr,,
DISC,SUMMIT,CR0013155,Completed,Worawit Kanjanapruthipong,2024-11-20T17:31:19,Mini Opti at FINE_UJOG_INIT,TTR,disc|summit|cr0013155,20251116-140537,2025-11-16T14:05:37,NEW,completed|worawit kanjanapruthipong|mini opti at fine_ujog_init|ttr,,
DISC,MARLIN,CR0013159,Completed,Sitthichai Pomthong,2024-11-21T17:39:31,Marlin: VBAR Laser Prediction,TTR,disc|marlin|cr0013159,20251116-140537,2025-11-16T14:05:37,NEW,completed|sitthichai pomthong|marlin: vbar laser prediction|ttr,,
DISC,SUMMIT,CR0013169,Completed,Sitthichai Pomthong,2024-11-22T11:31:09,Summit: Optimize updating BPI/TPI formats by using PCfile,TTR,disc|summit|cr0013169,20251116-140537,2025-11-16T14:05:37,NEW,completed|sitthichai pomthong|summit: optimize updating bpi/tpi formats by using pcfile|ttr,,
DISC,MARLIN,CR0013173,Completed,Petcharat Boonprasop,2024-11-25T18:28:53,TTR remove duplicate T461 at CAL2 ,TTR,disc|marlin|cr0013173,20251116-140537,2025-11-16T14:05:37,NEW,completed|petcharat boonprasop|ttr remove duplicate t461 at cal2|ttr,,
DISC,MARLIN,CR0013198,Rejected at Distribution,Kriangkrai Kuskul,2024-12-02T10:21:40,Marlin : T461 zone reduction,TTR,disc|marlin|cr0013198,20251116-140537,2025-11-16T14:05:37,NEW,rejected at distribution|kriangkrai kuskul|marlin : t461 zone reduction|ttr,,
DISC,SUMMIT,CR0013241,Completed,Gronggaew Boonjuang,2024-12-13T15:21:25,Summit enhancement to PROZ,TTR,disc|summit|cr0013241,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit enhancement to proz|ttr,,
DISC,SUMMIT,CR0013245,Completed,Gronggaew Boonjuang,2024-12-17T09:07:29,CRT2 and PWT Screen removal for TTR (extra TTR 24 hrs),TTR,disc|summit|cr0013245,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|crt2 and pwt screen removal for ttr (extra ttr 24 hrs)|ttr,,
DISC,SUMMIT,CR0013246,Completed,Gronggaew Boonjuang,2024-12-17T09:14:46,PWT variable spare by condition for TTR (extra TTR 24 hrs),TTR,disc|summit|cr0013246,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|pwt variable spare by condition for ttr (extra ttr 24 hrs)|ttr,,
DISC,SUMMIT,CR0013247,Completed,Gronggaew Boonjuang,2024-12-17T09:19:41,CCV2 DST Long removal for ODT by APS for TTR (extra TTR 24 hrs),TTR,disc|summit|cr0013247,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|ccv2 dst long removal for odt by aps for ttr (extra ttr 24 hrs)|ttr,,
DISC,SUMMIT,CR0013260,Completed,Daranee Thitiprayoonwongse,2024-12-18T15:51:20,Post reli qual enhancement to ZFS V2,TTR,disc|summit|cr0013260,20251116-140537,2025-11-16T14:05:37,NEW,completed|daranee thitiprayoonwongse|post reli qual enhancement to zfs v2|ttr,,
DISC,SUMMIT,CR0013261,Completed,Gronggaew Boonjuang,2024-12-18T16:00:11,T299: Disable Track Center Search for SMR-ABI Measurement,TTR,disc|summit|cr0013261,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|t299: disable track center search for smr-abi measurement|ttr,,
DISC,SUMMIT,CR0013290,Completed,Gronggaew Boonjuang,2024-12-26T15:19:27,Summit READ_OPTI_OD state removal and T299 fix,TTR,disc|summit|cr0013290,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit read_opti_od state removal and t299 fix|ttr,,
DISC,SUMMIT,CR0013291,Completed,Gronggaew Boonjuang,2024-12-26T16:16:17,Summit : TTR 24 hr proposal based on PCO3.5.0G,TTR,disc|summit|cr0013291,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|summit : ttr 24 hr proposal based on pco3.5.0g|ttr,,
DISC,SUMMIT,CR0013312,Completed,Gronggaew Boonjuang,2025-01-06T19:32:09,Evaluate reducing the write count in Test 299 states,TTR,disc|summit|cr0013312,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|evaluate reducing the write count in test 299 states|ttr,,
DISC,SUMMIT,CR0013328,Completed,Pantamit  Sombaddee,2025-01-10T11:04:59,ProZ EC10225 fix phase2,TTR,disc|summit|cr0013328,20251116-140537,2025-11-16T14:05:37,NEW,completed|pantamit sombaddee|proz ec10225 fix phase2|ttr,,
DISC,MARLIN,CR0013346,Completed,Petcharat Boonprasop,2025-01-15T14:40:02,CSO TTR add new tab -881 in list.,TTR,disc|marlin|cr0013346,20251116-140537,2025-11-16T14:05:37,NEW,completed|petcharat boonprasop|cso ttr add new tab -881 in list.|ttr,,
DISC,SUMMIT,CR0013355,Completed,Gronggaew Boonjuang,2025-01-18T08:19:19,Enable TTR variable spare,TTR,disc|summit|cr0013355,20251116-140537,2025-11-16T14:05:37,NEW,completed|gronggaew boonjuang|enable ttr variable spare|ttr,,
DISC,MARLIN BP,CR0013356,Completed,Worawit Kanjanapruthipong,2025-01-20T14:33:40,POML,TTR,disc|marlin bp|cr0013356,20251116-140537,2025-11-16T14:05:37,NEW,completed|worawit kanjanapruthipong|poml|ttr,,
DISC,SUMMIT,CR0013401,Completed,Punnathon Phatai,2025-02-04T18:52:42,SUMMIT: Write Power Set Prediction Adjust OVS Search Rage at STEP2,TTR,disc|summit|cr0013401,20251116-140537,2025-11-16T14:05:37,NEW,completed|punnathon phatai|summit: write power set prediction adjust ovs search rage at step2|ttr,,
DISC,MARLIN,CR0013416,Completed,Petcharat Boonprasop,2025-02-07T17:23:20,Support CSG TTR,TTR,disc|marlin|cr0013416,20251116-140537,2025-11-16T14:05:37,NEW,completed|petcharat boonprasop|support csg ttr|ttr,,
