Source,Program,Task_ID,Status,User_Name,Date_Time,Task_Name,Improvement_Type,GAIN,Impact oper,User_Review,Merge_Action,TARGET_PCO,IMPLEMENT_PCO,Business_Key,Task_ID_Source,Title,Status_Raw,Owner_Raw,Updated_TS_Raw,Last_Sync_TS
excel_import,SUMMIT,,,,11/18/2025,4.7.4) PCO 3.6.5 - 11.35hrs,TTR,0,,,,,,,,,,,,
excel_import,SUMMIT,"SUMMIT-1612,
SUMMIT-1772",Done,Korat FW / ARS,11/18/2025,T299 optimize track center (CAL2/FNC2/CRT2/PWT),TTR,1,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,4.7.3) PCO 3.6.8 - 20.63 hrs,TTR,0,,,,,,,,,,,,
excel_import,SUMMIT,SUMMIT-1825,Done,Korat FW,11/18/2025,Reduce PES(T33) test revs from 32 to 16 by condition,TTR,0,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,4.7.4) PCO 3.6.8B - 32.1 hrs,TTR,0,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,4.7.4A) PCO 3.6.8B - 12 hrs (Temporary),TTR,,,,,,,,,,,,,
excel_import,SUMMIT,,Done,,11/18/2025,Special 24 hrs. - State Removal,TTR,,,,,,,,,,,,,
excel_import,SUMMIT,,Done,,11/18/2025,Temporaly State Removal for WW52,TTR,,,,,,,,,,,,,
excel_import,SUMMIT,SUMMIT-2064,Done,,11/18/2025,Temporary State Removal (FNC2),TTR,3.62,,,,,,,,,,,,
excel_import,SUMMIT,SUMMIT-2064,Done,,11/18/2025,Temporary State Removal (SPSC2),TTR,0.25,,,,,,,,,,,,
excel_import,SUMMIT,SUMMIT-2064,Done,,11/18/2025,Temporary State Removal (PWT),TTR,2.4,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,PCO 3.6.9 - Released 15May2025,TTR,,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,SAVE_STATE,TTR,0.186,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,T299_DS_ATI,TTR,0.7,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,PES_SCRN_PREZAP,TTR,0.25,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,      4.7) PCO3.7.x series,TTR,,,,,,,,,,,,,
excel_import,SUMMIT,,Qualification,CT & DE,11/18/2025,      4.7.1) TA Scan pre2 (push out PCO3.7.1B),TTR,0,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,     4.7.2) PCO 3.7.3 = 3.6.8,TTR,0,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,     4.7.3) PCO 3.7.3B - TBD hrs,TTR,,,,,,,,,,,,,
excel_import,SUMMIT,SUMMIT-2078,Cancel,Korat FW,11/18/2025,Remove Zn1 at WRITE_SCRN,TTR,1.8,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,     4.7.4) PCO 3.7.3D1 - 9.75 hrs  (PCO 3.7.4),TTR,,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,     4.7.5) PCO 3.7.3.GA - 10.8 hrs (SMR VC),TTR,,,,,,,,,,,,,
excel_import,SUMMIT,SUMMIT-1881,Done,Korat FW,11/18/2025,(SMR) TTR: MSMR dual reader test by condition (from single reader),TTR,0,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,     4.7.4.1) PCO 3.7.3.EA - 6 hrs (CMR) (Cut-in WW16),TTR,,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,     4.7.6) PCO 3.7.3.GB1 - 9.1 hrs,TTR,,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,     4.7.6) PCO 3.7.3D3/GE - 13.6 hrs,TTR,,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,     4.7.7) Plan Phase#1A - 3.6 hrs (SU373GE_02),TTR,,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,     4.7.8) Plan Phase#1B - 13.8 hrs (SU373GE_03),TTR,,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,     4.7.9) Plan Phase#1C - 6 hrs (SU373GE_02A),TTR,,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,     4.7.10) Plan Phase#1D - 13.7 hrs (SU373GE_04),TTR,,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,      4.7.9) Plan Phase#C - 5 hrs ,TTR,,,,,,,,,,,,,
excel_import,SUMMIT,SUMMIT-2355,Under checkout,Servo/DC,11/18/2025,"TOPAZ (Need SUMMIT-2052, 2255, 2053)",TTR,5,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,      4.7.10) Plan Phase#D - xx hrs ,TTR,,,,,,,,,,,,,
excel_import,SUMMIT,TSR-6529 ,Under checkout,Royce,11/18/2025,TTR: T102 on PCBA Screen,TTR,?,,,,,,,,,,,,
excel_import,SUMMIT,SUMMIT-2279,Pending PCO integration,Servo/DC,11/18/2025,TTR: Test 33 Seek Delay Improvement,TTR,0.26,,,,,,,,,,,,
excel_import,SUMMIT,DISC-CR0014225,Under checkout,Korat FW,11/18/2025,TTR- T240,TTR,1.5,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,     4.8) PCO TBD - xxhrs (PCO3.7.3x/PCO3.7.4x),TTR,,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,CMR Skip Track Format Certify NMD improvement (Beatup),TTR,??,,,,,,,,,,,,
excel_import,SUMMIT,,3% FMT failure escape to customer. Need review how to handle that 3%(EC14184/EC10219),DC,11/18/2025,"	
(SMR) FMT removal",TTR,30,,,,,,,,,,,,
excel_import,SUMMIT,,**CP Reli result WW51 #SPQ-10532**,Korat FW,11/18/2025,WP prediction,TTR,4,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,     4.8) PCO TBD - xxhrs,TTR,0,,,,,,,,,,,,
excel_import,SUMMIT,Pending,TBD,Sitthichai/Kriangkrai/Worawit,11/18/2025,ZAP machine learning (PROZ?) - revist vs TOPAZ,TTR,12.5,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,     4.9) Risk TTR item PCO - TBD,TTR,0,,,,,,,,,,,,
excel_import,SUMMIT,SUMMIT-1134,Developing by SG team,SSDC/ Korat SW-FW,11/18/2025,     4.11)  ZFS (20) - run on BRC5832 (PCO3.7.2),TTR,0,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,     4.12) Canceled,TTR,,,,,,,,,,,,,
excel_import,SUMMIT,TBD,TBD,Korat FW,11/18/2025,ATI expantion Zn0 removal (0.01% failure),TTR,1,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,Total TTR,TTR,,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,Gap to FROST (all risks),TTR,,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,Gap to POR 3.0 (all risks),TTR,,,,,,,,,,,,,
excel_import,SUMMIT,,,,11/18/2025,iVBAR,TTR,,,,,,,,,,,,,
excel_import,SUMMIT,H,Developing ,Korat FW,11/18/2025,VBAR init predict,TTR,,,,,,,,,,,,,
excel_import,SUMMIT,H,Study,Korat FW / LCO ARS,11/18/2025,T299 ATI optimize test zone,TTR,,,,,,,,,,,,,
excel_import,SUMMIT,SUMMIT-1749,Study,SSDC Servo ,11/18/2025,T33 optimize,TTR,,,,,,,,,,,,,
excel_import,SUMMIT,H,Developing ,US DC,11/18/2025,CMR FMT certify by condition,TTR,,,,,,,,,,,,,
excel_import,DORADO,,"WW16 eval release 
WW20 6hd mfg only ckpt 
WW20- mp release
WW32 Packout",,11/18/2025,PCO TTR for  Q3FY26 (PCO 4.3.4 ) (MAT6),TTR,,,,,,,,,,,,,
excel_import,DORADO,,,,11/18/2025,TTR low risk item moved earlier from 4.4.1 and 4.4.2,TTR,,,,,,,,,,,,,
excel_import,DORADO,,"WW13 eval release
WW21 6hd reli -500hr ckpt
WW21 mp release
WW32 Packout
Scopy cut-in after CERT WW17
",,11/18/2025,4.3) PCO TTR Q3FY26 (PCO 4.4.1),TTR,,,,,,,,,,,,,
excel_import,DORADO,Dorado-906,,,11/18/2025,Soak optimization (14days to 9days FW32 DOE results) refer to soak optimization section for time,TTR,,,,,,,,,,,,,
excel_import,DORADO,,,,11/18/2025,"No clean up after MQM (Q426, 30% clean up), Q127 10%, Q2SY 1%",TTR,,,,,,,,,,,,,
excel_import,DORADO,,"WW18 eval release
WW25 6hd reli -500hr ckpt
WW25 mp release
WW37 Packout
Scopy cut-in after CERT WW20
",,11/18/2025,4.4) PCO TTR Q4FY26 (PCO 4.4.2),TTR,,,,,,,,,,,,,
excel_import,DORADO,need Jira,Warachai to document Jira,,11/18/2025, State removal items (PWT/RW Xfer) TTR  TBD),TTR,,,,,,,,,,,,,
excel_import,DORADO,,"Plan rel PCO end WW18
6hd reli 500hr ckpt WW??
Packout WW??",,11/18/2025,4.4) PCO TTR Q4FY26 (PCO 5.x.x),TTR,,,,,,,,,,,,,
excel_import,DORADO,,,,11/18/2025,4.4) PCO TTR Q4FY26 (PCO 5.x.y),TTR,,,,,,,,,,,,,
excel_import,DORADO,Need Jira,Aaron  S to create,,11/18/2025,   Flex SAP update (intelligent - only when needed),TTR,,,,,,,,,,,,,
excel_import,DORADO,Need Jira,Warachi ,,11/18/2025,Scopy higher time than Summit (HAMR - lower RPM RSEED + Laser cal +..),TTR,,,,,,,,,,,,,
excel_import,DORADO,need Jira,Chris S creating Jira,,11/18/2025,Scopy Spiral Bank write,TTR,,,,,,,,,,,,,
excel_import,DORADO,,"Plan rel PCO end WW24?
6hd reli 500hr ckpt WW??
Packout WW??",,11/18/2025,4.5) PCO TTR Q1FY27 (PCO 4.x.z),TTR,,,,,,,,,,,,,
excel_import,DORADO,,,DC / Korat PE,11/18/2025,Enable STFL on SMR,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,,11/18/2025,SMR Format removal (ref MBP-1730) (~25hrs)  (10% of drive write/Rd) hr TTR),TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,DC,11/18/2025,Fast uJog in T299,TTR,,,,,,,,,,,,,
excel_import,DORADO,,"Plan rel PCO end WW27
6hd reli 500hr ckpt WW??
Packout WW??",,11/18/2025,4.6) Parallel analysis,TTR,,,,,,,,,,,,,
excel_import,DORADO,,,,11/18/2025,ACQPHZEST_SWEEP removal (CAL2),TTR,,,,,,,,,,,,,
excel_import,DORADO,,,,11/18/2025,ACQPHZEST_SWEEP removal (CRT2),TTR,,,,,,,,,,,,,
excel_import,DORADO,,,Korat FW,11/18/2025,Reduce drive off time,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,Korat FW,11/18/2025,Update BPI/TPI FMT via PC file,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,,11/18/2025,CRT2 Tripple Track BER monitor,TTR,,,,,,,,,,,,,
excel_import,DORADO,need Jira,,DC,11/18/2025,Remove CAL2 SF3_DPCO data collection state,TTR,,,,,,,,,,,,,
excel_import,DORADO,need Jira,,Xiao/Brian,11/18/2025,T33 calls/,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,DC,11/18/2025,Write Opti - Read Reduction: 2 reads to 1 at CAL2,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,Xiao/Brian,11/18/2025,FNC2 RRO_SCRN_x removal,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,,11/18/2025,TTR: Remove PRE2 prm_282_hiResVCMBodeTemp,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,,11/18/2025,TTR: CERT portion Powercycle,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,DC TP/ARS,11/18/2025,T299: Disable Track Center Search,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,DC,11/18/2025,Write Process Restructuring: Fix to VBAR Laser Setup,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,DC,11/18/2025,Test Time: T297 Data Trimming at PRE2,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,DC,11/18/2025,Test Time: T297 Data Trimming at CAL2,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,,11/18/2025,T282 C0 sensitivity opti,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,,11/18/2025,Erasure Testing - Fast Write Modes (T298/T299),TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,,11/18/2025,TTR: To close TT gap (vs Marlin) - BER measurement,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,,11/18/2025,T282 sensitivity projection optimization - data & test time reduction,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,Servo DC,11/18/2025,MarlinBP remove state (est. 43 hrs),TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,,11/18/2025,T451 Random Pattern Generation 5% TTR,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,,11/18/2025,SPFS T2108 Read TTR by increasing CertTrkStep (SkInc) to 75 from default 30,TTR,,,,,,,,,,,,,
excel_import,DORADO,?,,Korat FW/ARS DC,11/18/2025,T299 reduce num write,TTR,,,,,,,,,,,,,
excel_import,DORADO,,,,11/18/2025,Reduce redundant zones test of VBAR_ATI,TTR,,,,,,,,,,,,,
excel_import,DORADO,?,,Korat,11/18/2025,T285 DRCM opti,TTR,,,,,,,,,,,,,
excel_import,DORADO,,,Korat FW,11/18/2025,T299 RAP Saving (4),TTR,,,,,,,,,,,,,
excel_import,DORADO,,,Korat FW,11/18/2025,uJog Goby,TTR,,,,,,,,,,,,,
excel_import,DORADO,,,Korat FW/Servo DC,11/18/2025,XBAR,TTR,,,,,,,,,,,,,
excel_import,DORADO,,,Korat FW/ARS DC,11/18/2025,"VBAR ATI predict			",TTR,,,,,,,,,,,,,
excel_import,DORADO,,,,11/18/2025,Remove PWT opti,TTR,,,,,,,,,,,,,
excel_import,DORADO,,,,11/18/2025,VBAR Laser Predition,TTR,,,,,,,,,,,,,
excel_import,DORADO,,,,11/18/2025,WP opti Prediction,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,DC,11/18/2025,T461 AC Erase Support,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,,11/18/2025,FNC2 T150 Linearization monitor (1.2),TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,,11/18/2025,T461 similar to marlin JIRA1036,TTR,,,,,,,,,,,,,
excel_import,DORADO,need jira,,,11/18/2025,PC file compression ,TTR,,,,,,,,,,,,,
excel_import,DORADO,,,,11/18/2025,Total MQM TTR,TTR,0,,,,,,,,,,,,
excel_import,DORADO,,,,11/18/2025,Total NDS TTR,TTR,0,,,,,,,,,,,,
excel_import,DORADO,,,,11/18/2025,Total Soak TTR,TTR,0,,,,,,,,,,,,
excel_import,DORADO,,,,11/18/2025,Total  CERT TTR,TTR,,,,,,,,,,,,,
excel_import,DORADO,,,,11/18/2025,PRE2 GMR_RES_2x monitor (0.2),TTR,,,,,,,,,,,,,
jira_issues,SUMMIT,T-000001,,,,,TTR,,,,,,,jira_issues|summit|summit-2315,SUMMIT-2315,PCO Item - PCO3.7.3A_EFL2C,Closed,Gronggaew (GG) Boonjuang,2025-08-26T15:57:49+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000002,,,,,TTR,,,,,,,jira_issues|summit|summit-2317,SUMMIT-2317,TTR: VBAR_ZN_IVBAR Further,Closed,Unassigned,2025-08-26T21:14:13+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000003,,,,,TTR,,,,,,,jira_issues|summit|summit-2319,SUMMIT-2319,TTR : VBAR_ATI_IVBAR Further reduction,Closed,Unassigned,2025-08-27T10:19:22+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000004,,,,,TTR,,,,,,,jira_issues|summit|summit-2321,SUMMIT-2321,TTR: T411 iVBAR for Summit,Closed,Unassigned,2025-08-29T21:59:56+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000005,,,,,TTR,,,,,,,jira_issues|summit|summit-2322,SUMMIT-2322,TTR: T150 PWT by Exception ,Closed,Unassigned,2025-09-01T11:44:20+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000006,,,,,TTR,,,,,,,jira_issues|summit|summit-2324,SUMMIT-2324,"TTR: Release Block Point ""E"" Servo Code CEC3 for Summit SMR 30TB VC",Closed,Unassigned,2025-09-02T13:16:45+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000007,,,,,TTR,,,,,,,jira_issues|summit|summit-2326,SUMMIT-2326,TTR: items from PCO 3.7.3x to PCO 3.8.1 branch,Closed,Unassigned,2025-09-04T10:15:56+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000008,,,,,TTR,,,,,,,jira_issues|summit|summit-2327,SUMMIT-2327,TTR: New Servo Code xx66,Closed,Unassigned,2025-09-04T11:14:30+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000009,,,,,TTR,,,,,,,jira_issues|summit|summit-2328,SUMMIT-2328,PCO Item - PCO3.7.3GB,Closed,Unassigned,2025-09-04T18:12:21+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000010,,,,,TTR,,,,,,,jira_issues|summit|summit-2329,SUMMIT-2329,PCO Item - PCO3.7.3GC,Closed,Unassigned,2025-09-04T18:27:10+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000011,,,,,TTR,,,,,,,jira_issues|summit|summit-2330,SUMMIT-2330,PCO Item - PCO3.7.3GD,Closed,Unassigned,2025-09-04T18:32:13+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000012,,,,,TTR,,,,,,,jira_issues|summit|summit-2331,SUMMIT-2331,TTR: T461 Test Zone Aligment,Closed,Unassigned,2025-09-05T08:33:10+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000013,,,,,TTR,,,,,,,jira_issues|summit|summit-2333,SUMMIT-2333,PCO Item - PCO3.7.3A_EFL2B4,SME Verification,Unassigned,2025-09-09T19:17:29+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000014,,,,,TTR,,,,,,,jira_issues|summit|summit-2334,SUMMIT-2334,PCO Item - PCO3.7.3A_EFL2C2,Closed,Unassigned,2025-09-09T22:34:12+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000015,,,,,TTR,,,,,,,jira_issues|summit|summit-2337,SUMMIT-2337,TTR: YIP7 for Summit RSEED,SME Verification,Unassigned,2025-09-12T04:42:02+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000016,,,,,TTR,,,,,,,jira_issues|summit|summit-2345,SUMMIT-2345,"TTR: PWT optimization: DNLD_CODE, enableDiags, Powercycle",Reopened,Unassigned,2025-09-22T09:16:53+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000017,,,,,TTR,,,,,,,jira_issues|summit|summit-2347,SUMMIT-2347,PCO Item - PCO3.7.4B,SME Verification,Unassigned,2025-09-26T18:03:34+08:00,2025-11-19T06:48:28
jira_issues,MARLIN,T-000018,,,,,TTR,,,,,,,jira_issues|marlin|marlinct-2192,MARLINCT-2192,PC file compression,Resolved,Allen Tseng,2025-10-01T04:00:30+08:00,2025-11-19T06:48:28
jira_issues,MARLIN,T-000019,,,,,TTR,,,,,,,jira_issues|marlin|marlinct-2193,MARLINCT-2193,Trianglewave injection IOP calibration in LASER_INIT ,In Progress,Allen Tseng,2025-10-02T02:21:07+08:00,2025-11-19T06:48:28
jira_issues,MARLIN,T-000020,,,,,TTR,,,,,,,jira_issues|marlin|marlinct-2198,MARLINCT-2198,Release PCO 7.2.10D,Resolved,Unassigned,2025-10-08T09:27:31+08:00,2025-11-19T06:48:28
jira_issues,MARLIN,T-000021,,,,,TTR,,,,,,,jira_issues|marlin|marlinct-2200,MARLINCT-2200,Opti settling bypass BIE,Open,Unassigned,2025-10-10T01:00:45+08:00,2025-11-19T06:48:28
jira_issues,MARLIN,T-000022,,,,,TTR,,,,,,,jira_issues|marlin|marlinct-2201,MARLINCT-2201,Increase Opti LC_Delay step size from 2 to 4,Open,Unassigned,2025-10-10T01:04:06+08:00,2025-11-19T06:48:28
jira_issues,MARLIN,T-000023,,,,,TTR,,,,,,,jira_issues|marlin|marlinct-2202,MARLINCT-2202,apply Increase Opti LC_Delay step size from 2 to 4 to all opti calls,Open,Unassigned,2025-10-10T01:08:23+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000024,,,,,TTR,,,,,,,jira_issues|summit|summit-2355,SUMMIT-2355,TTR: TOPAZ w/ PROZ Integration,Open,Unassigned,2025-10-15T21:31:34+08:00,2025-11-19T06:48:28
jira_issues,MARLIN,T-000025,,,,,TTR,,,,,,,jira_issues|marlin|marlinct-2209,MARLINCT-2209,T55 - ZAP track reduction,Open,Unassigned,2025-10-16T03:58:56+08:00,2025-11-19T06:48:28
jira_issues,MARLIN,T-000026,,,,,TTR,,,,,,,jira_issues|marlin|marlinct-2210,MARLINCT-2210,Removal of offset search and channel training reads,Resolved,Unassigned,2025-10-16T04:07:36+08:00,2025-11-19T06:48:28
jira_issues,MARLIN BP,T-000027,,,,,TTR,,,,,,,jira_issues|marlin bp|mbp-1907,MBP-1907,Marlin BP TA dwell,Resolved,Billy Aas,2025-10-18T02:13:04+08:00,2025-11-19T06:48:28
jira_issues,MARLIN BP,T-000028,,,,,TTR,,,,,,,jira_issues|marlin bp|mbp-1908,MBP-1908,TA dwell - MBP drive,Resolved,Billy Aas,2025-10-18T02:17:00+08:00,2025-11-19T06:48:28
jira_issues,MARLIN,T-000029,,,,,TTR,,,,,,,jira_issues|marlin|marlinct-2217,MARLINCT-2217,Active Servo Flaw Table (ASFT) build algorithm change,Resolved,Unassigned,2025-10-21T05:48:41+08:00,2025-11-19T06:48:28
jira_issues,MARLIN BP,T-000030,,,,,TTR,,,,,,,jira_issues|marlin bp|mbp-1916,MBP-1916,"WPOPTI: Pickup of SF3 TTR, and PF3 TTR",In Progress,Unassigned,2025-10-21T22:30:49+08:00,2025-11-19T06:48:28
jira_issues,MARLIN BP,T-000031,,,,,TTR,,,,,,,jira_issues|marlin bp|mbp-1917,MBP-1917,CLONE - Evaluate modification of Active Servo Flaw Table (ASFT) build algorithm.,Resolved,Unassigned,2025-10-21T23:31:44+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000032,,,,,TTR,,,,,,,jira_issues|summit|summit-2359,SUMMIT-2359,Evaluate modification of Active Servo Flaw Table (ASFT) build algorithm,Closed,Unassigned,2025-10-23T09:34:05+08:00,2025-11-19T06:48:28
jira_issues,DORADO,T-000033,,,,,TTR,,,,,,,jira_issues|dorado|dorado-1313,DORADO-1313,"TTR: T451, T438: Reduce the Opti Reg in the T451 call before T438 in CAL2 FINE_UJOG_INIT",Open,Mihir Sathe,2025-10-24T00:29:57+08:00,2025-11-19T06:48:28
jira_issues,MARLIN,T-000034,,,,,TTR,,,,,,,jira_issues|marlin|marlinct-2221,MARLINCT-2221,Release PCO 7.3.03,Resolved,Unassigned,2025-10-24T02:08:44+08:00,2025-11-19T06:48:28
jira_issues,DORADO,T-000035,,,,,TTR,,,,,,,jira_issues|dorado|dorado-1314,DORADO-1314,LZR: VBAR_WpOpti: T220: Save the final pick NLTS and PP result to RAP and smooth the results across the stroke ,Open,Mihir Sathe,2025-10-24T02:27:01+08:00,2025-11-19T06:48:28
jira_issues,MARLIN BP,T-000036,,,,,TTR,,,,,,,jira_issues|marlin bp|mbp-1924,MBP-1924,SF3 ReloadRAP Eval,In Progress,Unassigned,2025-10-25T00:16:51+08:00,2025-11-19T06:48:28
jira_issues,MARLIN,T-000037,,,,,TTR,,,,,,,jira_issues|marlin|marlinct-2225,MARLINCT-2225,OEE: Re-arrange Hot and Cold Operation ,Open,Unassigned,2025-10-25T00:20:28+08:00,2025-11-19T06:48:28
jira_issues,MARLIN,T-000038,,,,,TTR,,,,,,,jira_issues|marlin|marlinct-2226,MARLINCT-2226,SF3 reloadRAP eval,In Progress,Unassigned,2025-10-25T00:46:10+08:00,2025-11-19T06:48:28
jira_issues,DORADO,T-000039,,,,,TTR,,,,,,,jira_issues|dorado|dorado-1320,DORADO-1320,Optimize get ta rec for TA access and audit lookup,Resolved,Unassigned,2025-10-25T02:32:15+08:00,2025-11-19T06:48:28
jira_issues,MARLIN BP,T-000040,,,,,TTR,,,,,,,jira_issues|marlin bp|mbp-1926,MBP-1926,CLONE - Optimize get ta rec for TA access and audit lookup,Resolved,Unassigned,2025-10-25T02:42:01+08:00,2025-11-19T06:48:28
jira_issues,DORADO,T-000041,,,,,TTR,,,,,,,jira_issues|dorado|dorado-1322,DORADO-1322,T282 Bode uAct Timeout Fix,Resolved,Unassigned,2025-10-26T10:37:04+08:00,2025-11-19T06:48:28
jira_issues,MARLIN,T-000042,,,,,TTR,,,,,,,jira_issues|marlin|marlinct-2227,MARLINCT-2227,"CLONE - WPOPTI: Pickup of SF3 TTR, and PF3 TTR",Resolved,Unassigned,2025-10-27T10:06:04+08:00,2025-11-19T06:48:28
jira_issues,DORADO,T-000043,,,,,TTR,,,,,,,jira_issues|dorado|dorado-1327,DORADO-1327,Managing TPM/MemDump files for ToolsGUI,Open,Unassigned,2025-10-27T23:26:56+08:00,2025-11-19T06:48:28
jira_issues,MARLIN BP,T-000044,,,,,TTR,,,,,,,jira_issues|marlin bp|mbp-1931,MBP-1931,MarlinBP 10k RPM eval at SPIN OPER (Soak Time reduction eval),SME Verification,Unassigned,2025-10-29T00:31:06+08:00,2025-11-19T06:48:28
jira_issues,DORADO,T-000045,,,,,TTR,,,,,,,jira_issues|dorado|dorado-1332,DORADO-1332,Add Hd screen specs of T297 checkerboard Tests,Resolved,Unassigned,2025-10-29T02:13:10+08:00,2025-11-19T06:48:28
jira_issues,DORADO,T-000046,,,,,TTR,,,,,,,jira_issues|dorado|dorado-1335,DORADO-1335,10krpm eval at SPIN oper on Dorado,SME Verification,Unassigned,2025-10-29T21:28:16+08:00,2025-11-19T06:48:28
jira_issues,MARLIN,T-000047,,,,,TTR,,,,,,,jira_issues|marlin|marlinct-2232,MARLINCT-2232,Marlin SCopy TTR,SME Verification,Unassigned,2025-11-01T04:28:25+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000048,,,,,TTR,,,,,,,jira_issues|summit|summit-2361,SUMMIT-2361,TTR: Removal of main_w_mux opti state in CAL2  ,Closed,Unassigned,2025-11-04T13:18:06+08:00,2025-11-19T06:48:28
jira_issues,MARLIN,T-000049,,,,,TTR,,,,,,,jira_issues|marlin|marlinct-2235,MARLINCT-2235,Remove power cycles around SPFS and LFA cal,SME Verification,Unassigned,2025-11-05T03:03:36+08:00,2025-11-19T06:48:28
jira_issues,DORADO,T-000050,,,,,TTR,,,,,,,jira_issues|dorado|dorado-1345,DORADO-1345,Dorado Sea-POT (SeaPot),Open,Unassigned,2025-11-05T05:43:37+08:00,2025-11-19T06:48:28
jira_issues,DORADO,T-000051,,,,,TTR,,,,,,,jira_issues|dorado|dorado-1349,DORADO-1349,TTR - T282 supports on single rate sensitivity scoring and combined BODE,In Progress,Unassigned,2025-11-06T04:42:19+08:00,2025-11-19T06:48:28
jira_issues,SUMMIT,T-000052,,,,,TTR,,,,,,,jira_issues|summit|summit-2364,SUMMIT-2364,YIP8 for Summit RSEED,In Progress,Unassigned,2025-11-08T05:47:24+08:00,2025-11-19T06:48:28
jira_issues,MARLIN,T-000053,,,,,TTR,,,,,,,jira_issues|marlin|marlinct-2239,MARLINCT-2239,Live TCC eval for t55 TTR,In Progress,Unassigned,2025-11-12T02:07:20+08:00,2025-11-19T06:48:28
