Business_Key,Source,Program,Task_ID,Status,User_Name,Date_Time,Task_Name,Improvement_Type,Change_Type,Import_Batch_ID,Import_TS,Reviewed_Flag
jira_issues|summit|summit-2347,jira_issues,SUMMIT,SUMMIT-2347,SME Verification,Unassigned,2025-09-26T18:03:34+08:00,PCO Item - PCO3.7.4B,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1216,jira_issues,DORADO,DORADO-1216,Resolved,,2025-09-27T04:01:14+08:00,WPOPTI: Removal of Offset Search & Channel Training Reads (TTR),TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|marlin bp|mbp-1852,jira_issues,MARLIN BP,MBP-1852,Resolved,,2025-09-27T04:02:21+08:00,WPOPTI: Removal of Offset Search & Channel Training Reads (TTR),TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1222,jira_issues,DORADO,DORADO-1222,Resolved,,2025-09-30T09:34:06+08:00,PC file compression,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1223,jira_issues,DORADO,DORADO-1223,Resolved,,2025-09-30T10:40:56+08:00,Remove FNC2 state T299_DS_ATI for TTR,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1224,jira_issues,DORADO,DORADO-1224,Resolved,,2025-09-30T10:52:33+08:00,Remove CRT2 state T299_ATI for TTR,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|marlin bp|mbp-1855,jira_issues,MARLIN BP,MBP-1855,Resolved,,2025-09-30T13:57:44+08:00,"Modify T461 tracking measurements in AFH states: ISO_BER only, every 8th zone",TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|marlin bp|mbp-1856,jira_issues,MARLIN BP,MBP-1856,Resolved,,2025-09-30T14:17:23+08:00,T451 Derived Opti: Update Anchor zone behavior and set anchor zone mask,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|marlin|marlinct-2192,jira_issues,MARLIN,MARLINCT-2192,Resolved,Allen Tseng,2025-10-01T04:00:30+08:00,PC file compression,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1228,jira_issues,DORADO,DORADO-1228,Resolved,,2025-10-01T05:11:34+08:00,Evaluate modification of Active Servo Flaw Table (ASFT) build algorithm.,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1231,jira_issues,DORADO,DORADO-1231,SME Verification,,2025-10-01T17:22:19+08:00,Enable DHCM for Dorado [monitor detcr while loading heads to detect contact],TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|marlin|marlinct-2193,jira_issues,MARLIN,MARLINCT-2193,In Progress,Allen Tseng,2025-10-02T02:21:07+08:00,Trianglewave injection IOP calibration in LASER_INIT ,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin bp|mbp-1866,jira_issues,MARLIN BP,MBP-1866,Resolved,,2025-10-03T02:12:46+08:00,Remove T299_DS_ATI in FNC2 ,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1236,jira_issues,DORADO,DORADO-1236,Open,,2025-10-03T23:14:00+08:00,"CAL2: IBW: T461 set Rd=1, Wrt=1",TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1242,jira_issues,DORADO,DORADO-1242,Open,,2025-10-07T15:04:02+08:00,T299_DS_ATI set Cwrd3 bit[2] FastWriteMode,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1243,jira_issues,DORADO,DORADO-1243,Open,,2025-10-07T18:12:11+08:00,TTR T461,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1244,jira_issues,DORADO,DORADO-1244,Open,,2025-10-07T21:16:53+08:00,SMR: HME_COMPONENT_TEST: remove redundant T293 measurements,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1245,jira_issues,DORADO,DORADO-1245,Open,,2025-10-07T21:21:23+08:00,"SMR, HSMR: Remove BPIc Sweep from CAL2 for TTR",TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1246,jira_issues,DORADO,DORADO-1246,Open,,2025-10-07T22:02:05+08:00,Adding new Hd screen specs of high Iop/delta in PWT,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1247,jira_issues,DORADO,DORADO-1247,Resolved,,2025-10-07T22:42:29+08:00,Reduce drive power off from 20s to 5s,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1248,jira_issues,DORADO,DORADO-1248,Resolved,,2025-10-07T22:47:39+08:00,Pause time reduce from 20s to 3s,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1249,jira_issues,DORADO,DORADO-1249,Resolved,,2025-10-07T22:50:11+08:00,Baud rate optimization,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1251,jira_issues,DORADO,DORADO-1251,Resolved,,2025-10-08T00:09:29+08:00,Pulling in 'Additional T150 criteria to relax OCLIM for Low NS50 - Reli High PES improvement' from MBP-1532,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|marlin|marlinct-2198,jira_issues,MARLIN,MARLINCT-2198,Resolved,Unassigned,2025-10-08T09:27:31+08:00,Release PCO 7.2.10D,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1252,jira_issues,DORADO,DORADO-1252,Open,,2025-10-08T10:53:56+08:00,Optimize flash saving in IOP_BY_WEDGE state.,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1258,jira_issues,DORADO,DORADO-1258,Open,,2025-10-08T18:12:34+08:00,"SMR: HME_COMPONENT_TEST: T461, SPCID=30032, Reduce zone mask to z0 only",TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1262,jira_issues,DORADO,DORADO-1262,Resolved,,2025-10-09T10:09:14+08:00,Remove T451 at the beginning of LFA_DBER_CAL2_SMR,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1263,jira_issues,DORADO,DORADO-1263,Resolved,,2025-10-09T10:13:40+08:00,CAL2: Remove the state OPTI_CHECK_461,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|marlin|marlinct-2200,jira_issues,MARLIN,MARLINCT-2200,Open,Unassigned,2025-10-10T01:00:45+08:00,Opti settling bypass BIE,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin|marlinct-2201,jira_issues,MARLIN,MARLINCT-2201,Open,Unassigned,2025-10-10T01:04:06+08:00,Increase Opti LC_Delay step size from 2 to 4,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin|marlinct-2202,jira_issues,MARLIN,MARLINCT-2202,Open,Unassigned,2025-10-10T01:08:23+08:00,apply Increase Opti LC_Delay step size from 2 to 4 to all opti calls,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1268,jira_issues,DORADO,DORADO-1268,Open,,2025-10-10T10:30:11+08:00,"HSMR, SMR:  CAL2 BER_STRESS_SMR: T461 adjust zone mask to every 8th zone",TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1269,jira_issues,DORADO,DORADO-1269,Open,,2025-10-10T10:40:52+08:00,HSMR: CAL2_BER T461 SPCID=27000 modify inputs for 9% data track pitch squeeze,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1273,jira_issues,DORADO,DORADO-1273,Open,,2025-10-10T17:40:08+08:00,Summary of TTR Ideas related to T299 and DOS calibration ,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|marlin bp|mbp-1884,jira_issues,MARLIN BP,MBP-1884,Open,,2025-10-13T22:28:41+08:00,Remove FPW - TTR,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1280,jira_issues,DORADO,DORADO-1280,Open,,2025-10-14T03:48:08+08:00,FPW removal in Dorado1 ,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|marlin bp|mbp-1887,jira_issues,MARLIN BP,MBP-1887,Open,,2025-10-14T08:35:06+08:00,TTR: FPW Removal Validation,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1283,jira_issues,DORADO,DORADO-1283,Open,,2025-10-14T11:03:48+08:00,Remove SQUEEZE_OFFSET_2@PWT,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1284,jira_issues,DORADO,DORADO-1284,SME Verification,,2025-10-14T12:20:19+08:00,Dorado Write/Read Transfer Rate Reduction.,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|summit|summit-2355,jira_issues,SUMMIT,SUMMIT-2355,Open,Unassigned,2025-10-15T21:31:34+08:00,TTR: TOPAZ w/ PROZ Integration,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1289,jira_issues,DORADO,DORADO-1289,Open,,2025-10-15T23:50:30+08:00,OEE:  PWT absorbed into SPSC2 ,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1292,jira_issues,DORADO,DORADO-1292,Open,,2025-10-16T03:42:54+08:00,T055: ZAP Handling,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|marlin|marlinct-2209,jira_issues,MARLIN,MARLINCT-2209,Open,Unassigned,2025-10-16T03:58:56+08:00,T55 - ZAP track reduction,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin|marlinct-2210,jira_issues,MARLIN,MARLINCT-2210,Resolved,Unassigned,2025-10-16T04:07:36+08:00,Removal of offset search and channel training reads,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1294,jira_issues,DORADO,DORADO-1294,Open,,2025-10-16T17:43:30+08:00,SCOPY Improvement for DORADO,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1298,jira_issues,DORADO,DORADO-1298,SME Verification,,2025-10-18T00:09:08+08:00,Sec0  Defect improvement (Warmup writes),TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|marlin bp|mbp-1907,jira_issues,MARLIN BP,MBP-1907,Resolved,Billy Aas,2025-10-18T02:13:04+08:00,Marlin BP TA dwell,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin bp|mbp-1908,jira_issues,MARLIN BP,MBP-1908,Resolved,Billy Aas,2025-10-18T02:17:00+08:00,TA dwell - MBP drive,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin bp|mbp-1909,jira_issues,MARLIN BP,MBP-1909,Open,,2025-10-20T14:54:57+08:00,CLONE - T055: ZAP Handling,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|dorado|dorado-1300,jira_issues,DORADO,DORADO-1300,Open,,2025-10-21T00:59:57+08:00,Adding screen specs for TCC failures in CAL,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|marlin|marlinct-2217,jira_issues,MARLIN,MARLINCT-2217,Resolved,Unassigned,2025-10-21T05:48:41+08:00,Active Servo Flaw Table (ASFT) build algorithm change,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1303,jira_issues,DORADO,DORADO-1303,In Progress,,2025-10-21T22:21:48+08:00,WPOPTI:  Overhead Time Reduction - TTR,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|marlin bp|mbp-1916,jira_issues,MARLIN BP,MBP-1916,In Progress,Unassigned,2025-10-21T22:30:49+08:00,"WPOPTI: Pickup of SF3 TTR, and PF3 TTR",TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin bp|mbp-1917,jira_issues,MARLIN BP,MBP-1917,Resolved,Unassigned,2025-10-21T23:31:44+08:00,CLONE - Evaluate modification of Active Servo Flaw Table (ASFT) build algorithm.,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|summit|summit-2359,jira_issues,SUMMIT,SUMMIT-2359,Closed,Unassigned,2025-10-23T09:34:05+08:00,Evaluate modification of Active Servo Flaw Table (ASFT) build algorithm,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1313,jira_issues,DORADO,DORADO-1313,Open,Mihir Sathe,2025-10-24T00:29:57+08:00,"TTR: T451, T438: Reduce the Opti Reg in the T451 call before T438 in CAL2 FINE_UJOG_INIT",TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin|marlinct-2221,jira_issues,MARLIN,MARLINCT-2221,Resolved,Unassigned,2025-10-24T02:08:44+08:00,Release PCO 7.3.03,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1314,jira_issues,DORADO,DORADO-1314,Open,Mihir Sathe,2025-10-24T02:27:01+08:00,LZR: VBAR_WpOpti: T220: Save the final pick NLTS and PP result to RAP and smooth the results across the stroke ,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin bp|mbp-1924,jira_issues,MARLIN BP,MBP-1924,In Progress,Unassigned,2025-10-25T00:16:51+08:00,SF3 ReloadRAP Eval,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin|marlinct-2225,jira_issues,MARLIN,MARLINCT-2225,Open,Unassigned,2025-10-25T00:20:28+08:00,OEE: Re-arrange Hot and Cold Operation ,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin|marlinct-2226,jira_issues,MARLIN,MARLINCT-2226,In Progress,Unassigned,2025-10-25T00:46:10+08:00,SF3 reloadRAP eval,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1320,jira_issues,DORADO,DORADO-1320,Resolved,Unassigned,2025-10-25T02:32:15+08:00,Optimize get ta rec for TA access and audit lookup,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin bp|mbp-1926,jira_issues,MARLIN BP,MBP-1926,Resolved,Unassigned,2025-10-25T02:42:01+08:00,CLONE - Optimize get ta rec for TA access and audit lookup,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1322,jira_issues,DORADO,DORADO-1322,Resolved,Unassigned,2025-10-26T10:37:04+08:00,T282 Bode uAct Timeout Fix,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin|marlinct-2227,jira_issues,MARLIN,MARLINCT-2227,Resolved,Unassigned,2025-10-27T10:06:04+08:00,"CLONE - WPOPTI: Pickup of SF3 TTR, and PF3 TTR",TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1327,jira_issues,DORADO,DORADO-1327,Open,Unassigned,2025-10-27T23:26:56+08:00,Managing TPM/MemDump files for ToolsGUI,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin bp|mbp-1931,jira_issues,MARLIN BP,MBP-1931,SME Verification,Unassigned,2025-10-29T00:31:06+08:00,MarlinBP 10k RPM eval at SPIN OPER (Soak Time reduction eval),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1332,jira_issues,DORADO,DORADO-1332,Resolved,Unassigned,2025-10-29T02:13:10+08:00,Add Hd screen specs of T297 checkerboard Tests,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1335,jira_issues,DORADO,DORADO-1335,SME Verification,Unassigned,2025-10-29T21:28:16+08:00,10krpm eval at SPIN oper on Dorado,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin|marlinct-2232,jira_issues,MARLIN,MARLINCT-2232,SME Verification,Unassigned,2025-11-01T04:28:25+08:00,Marlin SCopy TTR,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|summit|summit-2361,jira_issues,SUMMIT,SUMMIT-2361,Closed,Unassigned,2025-11-04T13:18:06+08:00,TTR: Removal of main_w_mux opti state in CAL2  ,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin|marlinct-2235,jira_issues,MARLIN,MARLINCT-2235,SME Verification,Unassigned,2025-11-05T03:03:36+08:00,Remove power cycles around SPFS and LFA cal,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1345,jira_issues,DORADO,DORADO-1345,Open,Unassigned,2025-11-05T05:43:37+08:00,Dorado Sea-POT (SeaPot),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1349,jira_issues,DORADO,DORADO-1349,In Progress,Unassigned,2025-11-06T04:42:19+08:00,TTR - T282 supports on single rate sensitivity scoring and combined BODE,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|summit|summit-2364,jira_issues,SUMMIT,SUMMIT-2364,In Progress,Unassigned,2025-11-08T05:47:24+08:00,YIP8 for Summit RSEED,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin|marlinct-2239,jira_issues,MARLIN,MARLINCT-2239,In Progress,Unassigned,2025-11-12T02:07:20+08:00,Live TCC eval for t55 TTR,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1361,jira_issues,DORADO,DORADO-1361,Resolved,Unassigned,2025-11-12T05:44:41+08:00,Pull in TSR-6419 for Dorado 2 Heads,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin bp|mbp-1954,jira_issues,MARLIN BP,MBP-1954,Open,Unassigned,2025-11-12T09:27:32+08:00,CLONE - MarlinBP Write/Read Transfer Rate Reduction.,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin bp|mbp-1955,jira_issues,MARLIN BP,MBP-1955,Open,Unassigned,2025-11-12T09:46:32+08:00,TOPAZ for PROZ,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin bp|mbp-1957,jira_issues,MARLIN BP,MBP-1957,Resolved,Unassigned,2025-11-13T03:31:53+08:00,CLONE - TOPAZ for PROZ,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin bp|mbp-1958,jira_issues,MARLIN BP,MBP-1958,Open,Unassigned,2025-11-13T05:12:58+08:00,Create new config based 5.0.5L7 +PROZ SFW,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin|marlinct-2243,jira_issues,MARLIN,MARLINCT-2243,Open,Unassigned,2025-11-13T15:55:33+08:00,Align FINE_JOG_CAL to remove T451 following PCO7.2x to PCO7.3x,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1368,jira_issues,DORADO,DORADO-1368,Open,Unassigned,2025-11-14T00:32:24+08:00,Dorado 2 C9 Wafer CFR Assessment Plus Soak Reduction ,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1369,jira_issues,DORADO,DORADO-1369,Open,Unassigned,2025-11-14T03:10:26+08:00,Release PCO 4.4.2,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|marlin|marlinct-2246,jira_issues,MARLIN,MARLINCT-2246,Resolved,Unassigned,2025-11-14T12:46:03+08:00,CLONE - MBP: FPW & SPFS Power Cycle Removal around LFA,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
jira_issues|dorado|dorado-1379,jira_issues,DORADO,DORADO-1379,Open,,2025-11-18T12:20:21+08:00,Reduced O2 content during ZAP,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
jira_issues|marlin bp|mbp-1973,jira_issues,MARLIN BP,MBP-1973,In Progress,,2025-11-19T00:17:27+08:00,ASTF Search Optimization - LocateTestTracks,TTR,NEW,20251119-064203,2025-11-19T06:42:03,
disc|longspeak sata|cr0011865,DISC,LONGSPEAK SATA,CR0011865,Rejected at Development,Sitthichai Pomthong,2024-01-04T11:07:43,LP :WP Prediction Korat version,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0011866,DISC,LONGSPEAK SATA,CR0011866,Rejected at Development,Irin Siribannasit,2024-01-04T18:18:43,LongsPeak : Remove Temperature ramping for scopy rerun.,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|evans bp sata|cr0011867,DISC,EVANS BP SATA,CR0011867,Completed,Pakyada Maneewan,2024-01-05T08:24:40,CSO TTR V3,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|evans bp sata|cr0011869,DISC,EVANS BP SATA,CR0011869,Completed,Pakyada Maneewan,2024-01-05T10:27:25,CSO TTR V3.5,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0011886,DISC,MARLIN,CR0011886,Completed,Kriangkrai Kuskul,2024-01-10T14:34:57,Marlin : T163 TTR,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0011887,DISC,LONGSPEAK BP SATA,CR0011887,Completed,Naruporn Srikullabut,2024-01-10T15:24:00,CSO TTR V3.5,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0011911,DISC,LONGSPEAK BP SATA,CR0011911,Completed,Ampol Meetee,2024-01-15T16:55:19,LPBP:Force set initial BPI/TPI format for VBAR_INIT prediction,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0011918,DISC,SUMMIT,CR0011918,Completed,Kriangkrai Kuskul,2024-01-16T14:52:45,"SUMMIT : Integrate CL2410882: Optimize T461 at OPTI_CHECK_T461, OPTI_CHECK_T461_SMR state CAL2 oper",TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0011919,DISC,LONGSPEAK SATA,CR0011919,Completed,Orathai Kajhonkam,2024-01-16T15:04:29,PCO releasing : PCO1.4.4V2,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0011934,DISC,LONGSPEAK SATA,CR0011934,Completed,Irin Siribannasit,2024-01-19T17:23:17,PCO releasing : PCO1.4.4U_CCV2DOE1,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0011938,DISC,LONGSPEAK SATA,CR0011938,Completed,Warat  Jintanamaneerat ,2024-01-22T16:04:38,LP CSO DS combine TASK and TTR V2,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0011939,DISC,LONGSPEAK SATA,CR0011939,Completed,Warat  Jintanamaneerat ,2024-01-22T16:08:56,LP CSO SS combine TASK and TTR V2,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0011943,DISC,LONGSPEAK BP SATA,CR0011943,Completed,Orathai Kajhonkam,2024-01-23T10:51:57,Combine Opal function with CSO TTR V1V2 and Request Merge CSO Feature to Current normal MASS,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0011944,DISC,LONGSPEAK BP SATA,CR0011944,Completed,Orathai Kajhonkam,2024-01-23T10:55:56,Combine Opal function with CSO TTR V1V2 and Request Merge CSO Feature to Current Efesto MASS,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0011945,DISC,LONGSPEAK BP SATA,CR0011945,Completed,Natthakritta Rungtalay,2024-01-23T11:19:58,WP Prediction (Korat and LCO version),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0011952,DISC,SUMMIT,CR0011952,Completed,Kriangkrai Kuskul,2024-01-24T12:12:08,Summit : T163 TTR,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0011958,DISC,LONGSPEAK BP SATA,CR0011958,Completed,Orathai Kajhonkam,2024-01-25T10:29:03,PCO releasing : PCO LPBP_3_07_03,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0011962,DISC,LONGSPEAK BP SATA,CR0011962,Completed,Naruporn Srikullabut,2024-01-25T23:48:22,T461 optimize read rev for SMR/HSMR (duplicate CR0011850)),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0011974,DISC,SUMMIT,CR0011974,Completed,Gronggaew Boonjuang,2024-01-30T14:23:35,OCZ-ZFS Repeatability Study for TTR,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0011985,DISC,MARLIN,CR0011985,Completed,Worawit Kanjanapruthipong,2024-02-01T18:32:39,POML (force PO last zone for system area reclaim),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0011991,DISC,SUMMIT,CR0011991,Completed,Worawit Kanjanapruthipong,2024-02-02T18:59:43,POML (force PO last zone for system area reclaim),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0011992,DISC,MARLIN,CR0011992,Completed,Oosana Onjan,2024-02-05T17:39:44,Marlin Rseed Add P_FAILING_HEAD,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0011993,DISC,LONGSPEAK SATA,CR0011993,Completed,Warat  Jintanamaneerat ,2024-02-06T10:59:11,LP CSO DS combine TASK and TTR V3.5,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0011996,DISC,LONGSPEAK SATA,CR0011996,Completed,Irin Siribannasit,2024-02-07T11:00:09,LongsPeak: ZFS feature over 1-rev ZAP and based PCO1.4.4 mass,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0011997,DISC,SUMMIT,CR0011997,Completed,Atchara Tiantawatchakun,2024-02-07T12:59:05,TTR Test240 EAW,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012008,DISC,SUMMIT,CR0012008,Completed,Suphaphit Saepu,2024-02-09T15:09:39,Summit : TTR T461 reduce NumRd/NumWr from 2 to 1,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012012,DISC,LONGSPEAK BP SATA,CR0012012,Completed,Orathai Kajhonkam,2024-02-12T17:24:37,PCO releasing : PCO LPBP_3_07_04,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012021,DISC,LONGSPEAK SATA,CR0012021,Completed,Worawit Kanjanapruthipong,2024-02-14T12:32:08,T74 Opti Passive Clearance calibration,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012022,DISC,LONGSPEAK BP SATA,CR0012022,Completed,Worawit Kanjanapruthipong,2024-02-14T12:35:14,T74 Opti Passive Clearance calibration,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012027,DISC,SUMMIT,CR0012027,Completed,Sitthichai Pomthong,2024-02-15T15:50:18,Summit: ATI write optimization in WP version2,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012035,DISC,LONGSPEAK BP SATA,CR0012035,Rejected at Development,Krerkkiat Thalangsri,2024-02-16T10:03:01,Change command write/read in MQM,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012041,DISC,LONGSPEAK BP SATA,CR0012041,Completed,Krerkkiat Thalangsri,2024-02-19T16:44:52,	Change command write/read in MQM for LongSpeakBP,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012042,DISC,LONGSPEAK BP SATA,CR0012042,Completed,Orathai Kajhonkam,2024-02-20T11:41:58,PCO releasing : PCO LPBP_3_07_04A,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
